probe_id,gene_symbol,gene_display,mean_abs_shap
224368_s_at,NDRG3,NDRG3 (224368_s_at),5.9697930157293305e-05
241226_at,,241226_at,5.796446768032605e-05
204228_at,PPIH,PPIH (204228_at),5.509629306204493e-05
227959_at,ANKRD9,ANKRD9 (227959_at),4.0443450355750134e-05
200622_x_at,CALM1|CALM2|CALM3,CALM1|CALM2|CALM3 (200622_x_at),4.594850971053434e-19
224743_at,IMPAD1,IMPAD1 (224743_at),3.4206092822421636e-19
218212_s_at,MOCS2,MOCS2 (218212_s_at),2.9952540001715336e-19
208870_x_at,ATP5C1,ATP5C1 (208870_x_at),1.2474474744335625e-19
244045_at,,244045_at,1.1614859094373857e-19
223056_s_at,XPO5,XPO5 (223056_s_at),1.0406426968314531e-19
1561686_at,,1561686_at,1.0336730923734502e-19
225912_at,TP53INP1,TP53INP1 (225912_at),1.0215606941360664e-19
229818_at,SVOP,SVOP (229818_at),6.061368328490804e-20
222358_x_at,,222358_x_at,4.1812346550316164e-20
201527_at,ATP6V1F|LOC101927180,ATP6V1F|LOC101927180 (201527_at),3.9476710708324375e-20
201903_at,UQCRC1,UQCRC1 (201903_at),3.6460826350824155e-20
203776_at,GPKOW,GPKOW (203776_at),2.927196484759876e-20
208742_s_at,SAP18,SAP18 (208742_s_at),2.6425768187948773e-20
218788_s_at,SMYD3,SMYD3 (218788_s_at),2.1997478858367136e-20
229061_s_at,SLC25A13,SLC25A13 (229061_s_at),2.188680978008834e-20
220040_x_at,ZC4H2,ZC4H2 (220040_x_at),1.0352252716445201e-20
218117_at,RBX1,RBX1 (218117_at),9.160202530824255e-21
215221_at,,215221_at,8.47615769129818e-21
242608_x_at,FAM161B,FAM161B (242608_x_at),6.102585262481748e-21
226751_at,CNRIP1,CNRIP1 (226751_at),0.0
224943_at,BTBD7,BTBD7 (224943_at),0.0
224970_at,NFIA,NFIA (224970_at),0.0
226770_at,MAGI3,MAGI3 (226770_at),0.0
224975_at,NFIA,NFIA (224975_at),0.0
223156_at,MRPS23,MRPS23 (223156_at),0.0
223380_s_at,LATS2,LATS2 (223380_s_at),0.0
224462_s_at,CHCHD6,CHCHD6 (224462_s_at),0.0
224913_s_at,TIMM50,TIMM50 (224913_s_at),0.0
224726_at,MIB1,MIB1 (224726_at),0.0
224709_s_at,CDC42SE2,CDC42SE2 (224709_s_at),0.0
224774_s_at,NAV1,NAV1 (224774_s_at),0.0
224782_at,ZMAT2,ZMAT2 (224782_at),0.0
224799_at,NDFIP2,NDFIP2 (224799_at),0.0
227022_at,GNPDA2,GNPDA2 (227022_at),0.0
223104_at,JAGN1,JAGN1 (223104_at),0.0
224801_at,NDFIP2,NDFIP2 (224801_at),0.0
224818_at,SORT1,SORT1 (224818_at),0.0
223107_s_at,ZCCHC17,ZCCHC17 (223107_s_at),0.0
224825_at,DNTTIP1,DNTTIP1 (224825_at),0.0
223109_at,TRUB2,TRUB2 (223109_at),0.0
224667_x_at,ANAPC16,ANAPC16 (224667_x_at),0.0
226899_at,UNC5B,UNC5B (226899_at),0.0
224666_at,NSMCE1,NSMCE1 (224666_at),0.0
224656_s_at,LUZP6|MTPN,LUZP6|MTPN (224656_s_at),0.0
226749_at,MRPS9,MRPS9 (226749_at),0.0
226876_at,FAM101B,FAM101B (226876_at),0.0
224630_at,ERLEC1,ERLEC1 (224630_at),0.0
226806_s_at,NFIA,NFIA (226806_s_at),0.0
224875_at,C5orf24,C5orf24 (224875_at),0.0
226779_at,LMBRD2,LMBRD2 (226779_at),0.0
224618_at,PTBP3,PTBP3 (224618_at),0.0
224613_s_at,DNAJC5,DNAJC5 (224613_s_at),0.0
224612_s_at,DNAJC5,DNAJC5 (224612_s_at),0.0
224414_s_at,CARD6,CARD6 (224414_s_at),0.0
225117_at,KANSL1,KANSL1 (225117_at),0.0
224410_s_at,LMBR1,LMBR1 (224410_s_at),0.0
226296_s_at,MRPS15,MRPS15 (226296_s_at),0.0
223650_s_at,NRBF2,NRBF2 (223650_s_at),0.0
223248_at,HSDL1,HSDL1 (223248_at),0.0
226246_at,KCTD1,KCTD1 (226246_at),0.0
223662_x_at,DDX59,DDX59 (223662_x_at),0.0
223673_at,RFX4,RFX4 (223673_at),0.0
223697_x_at,C9orf64,C9orf64 (223697_x_at),0.0
223229_at,UBE2T,UBE2T (223229_at),0.0
223711_s_at,THYN1,THYN1 (223711_s_at),0.0
225657_at,NCBP2-AS2,NCBP2-AS2 (225657_at),0.0
223701_s_at,USP47,USP47 (223701_s_at),0.0
225534_at,SMIM19,SMIM19 (225534_at),0.0
223219_s_at,CNOT10,CNOT10 (223219_s_at),0.0
225489_at,TMEM18,TMEM18 (225489_at),0.0
223216_x_at,FBXO16|ZNF395,FBXO16|ZNF395 (223216_x_at),0.0
226195_at,IFT43,IFT43 (226195_at),0.0
223628_at,TMEM191A,TMEM191A (223628_at),0.0
223532_at,ANKRD39,ANKRD39 (223532_at),0.0
223319_at,GPHN,GPHN (223319_at),0.0
226188_at,LGALSL,LGALSL (226188_at),0.0
223461_at,TBC1D7,TBC1D7 (223461_at),0.0
226086_at,SYT13,SYT13 (226086_at),0.0
225870_s_at,TRAPPC5,TRAPPC5 (225870_s_at),0.0
223450_s_at,COG3,COG3 (223450_s_at),0.0
225878_at,KIF1B,KIF1B (225878_at),0.0
225900_at,EXOC6B,EXOC6B (225900_at),0.0
226006_at,PET100,PET100 (226006_at),0.0
223334_at,TMEM126A,TMEM126A (223334_at),0.0
225923_at,VAPB,VAPB (225923_at),0.0
225941_at,EIF4E3,EIF4E3 (225941_at),0.0
223340_at,ATL1,ATL1 (223340_at),0.0
225934_at,,225934_at,0.0
223207_x_at,PHPT1,PHPT1 (223207_x_at),0.0
225415_at,DTX3L,DTX3L (225415_at),0.0
225003_at,TMEM205,TMEM205 (225003_at),0.0
225092_at,RABEP1,RABEP1 (225092_at),0.0
225115_at,HIPK2,HIPK2 (225115_at),0.0
225111_s_at,NAPB,NAPB (225111_s_at),0.0
226627_at,SEPT8,SEPT8 (226627_at),0.0
224163_s_at,DMAP1,DMAP1 (224163_s_at),0.0
224254_x_at,,224254_x_at,0.0
225094_at,SETD8,SETD8 (225094_at),0.0
225063_at,UBL7,UBL7 (225063_at),0.0
225387_at,TSPAN5,TSPAN5 (225387_at),0.0
224345_x_at,FAM162A,FAM162A (224345_x_at),0.0
224366_s_at,REPS1,REPS1 (224366_s_at),0.0
223183_at,AGPAT3,AGPAT3 (223183_at),0.0
224393_s_at,CECR6,CECR6 (224393_s_at),0.0
226647_at,TMEM25,TMEM25 (226647_at),0.0
225044_at,NT5C3B,NT5C3B (225044_at),0.0
225121_at,TBC1D23,TBC1D23 (225121_at),0.0
226554_at,ZBTB7A,ZBTB7A (226554_at),0.0
224129_s_at,DPY30,DPY30 (224129_s_at),0.0
225234_at,CBL,CBL (225234_at),0.0
224057_s_at,THAP4,THAP4 (224057_s_at),0.0
224025_s_at,ATG7,ATG7 (224025_s_at),0.0
225237_s_at,MSI2,MSI2 (225237_s_at),0.0
225240_s_at,MSI2,MSI2 (225240_s_at),0.0
226544_x_at,BLOC1S5|EEF1E1-BLOC1S5,BLOC1S5|EEF1E1-BLOC1S5 (226544_x_at),0.0
225295_at,SLC39A10,SLC39A10 (225295_at),0.0
225304_s_at,NDUFA11,NDUFA11 (225304_s_at),0.0
226507_at,PAK1,PAK1 (226507_at),0.0
223721_s_at,DNAJC12,DNAJC12 (223721_s_at),0.0
225368_at,HIPK2,HIPK2 (225368_at),0.0
226443_at,FAM122A,FAM122A (226443_at),0.0
226433_at,RNF157,RNF157 (226433_at),0.0
226428_at,TNPO2,TNPO2 (226428_at),0.0
225771_at,AP1G1,AP1G1 (225771_at),0.0
233056_x_at,DLGAP4,DLGAP4 (233056_x_at),0.0
227152_at,KIAA1551,KIAA1551 (227152_at),0.0
240503_at,,240503_at,0.0
240461_at,,240461_at,0.0
240399_at,,240399_at,0.0
240246_at,LOC642236,LOC642236 (240246_at),0.0
240231_at,,240231_at,0.0
240186_at,,240186_at,0.0
240139_at,,240139_at,0.0
240112_at,,240112_at,0.0
240038_at,,240038_at,0.0
240005_at,LARP4B,LARP4B (240005_at),0.0
239901_at,,239901_at,0.0
239889_at,SERP2,SERP2 (239889_at),0.0
239886_at,,239886_at,0.0
239866_at,,239866_at,0.0
239832_at,,239832_at,0.0
239811_at,,239811_at,0.0
239808_at,,239808_at,0.0
239748_x_at,OCIAD1,OCIAD1 (239748_x_at),0.0
240502_at,,240502_at,0.0
240544_at,,240544_at,0.0
236808_at,FGFR1OP2,FGFR1OP2 (236808_at),0.0
240554_at,AKAP8L,AKAP8L (240554_at),0.0
241798_at,,241798_at,0.0
241786_at,,241786_at,0.0
241686_x_at,,241686_x_at,0.0
241681_at,,241681_at,0.0
241613_at,,241613_at,0.0
241457_at,,241457_at,0.0
241391_at,,241391_at,0.0
241387_at,,241387_at,0.0
241368_at,PLIN5,PLIN5 (241368_at),0.0
241223_x_at,,241223_x_at,0.0
241036_at,,241036_at,0.0
241008_at,,241008_at,0.0
240857_at,DNAH9,DNAH9 (240857_at),0.0
240830_at,SCARNA17,SCARNA17 (240830_at),0.0
240733_at,,240733_at,0.0
240723_at,,240723_at,0.0
240606_at,,240606_at,0.0
239661_at,,239661_at,0.0
239603_x_at,,239603_x_at,0.0
239597_at,,239597_at,0.0
239559_at,,239559_at,0.0
238573_at,OTUD7B,OTUD7B (238573_at),0.0
238567_at,SGPP2,SGPP2 (238567_at),0.0
238560_at,CALCOCO2,CALCOCO2 (238560_at),0.0
238468_at,TNRC6B,TNRC6B (238468_at),0.0
238430_x_at,SLFN5,SLFN5 (238430_x_at),0.0
238417_at,PGM2L1,PGM2L1 (238417_at),0.0
238199_x_at,COX3|LOC101929612,COX3|LOC101929612 (238199_x_at),0.0
238049_at,GRAMD3,GRAMD3 (238049_at),0.0
238017_at,SDR16C5,SDR16C5 (238017_at),0.0
238009_at,SOX5,SOX5 (238009_at),0.0
237999_at,,237999_at,0.0
237868_x_at,,237868_x_at,0.0
237832_at,,237832_at,0.0
237452_at,,237452_at,0.0
237361_at,,237361_at,0.0
237305_at,,237305_at,0.0
237107_at,PRKRA,PRKRA (237107_at),0.0
238595_at,,238595_at,0.0
238622_at,RAP2B,RAP2B (238622_at),0.0
238651_at,,238651_at,0.0
239071_at,RBBP4,RBBP4 (239071_at),0.0
239474_at,,239474_at,0.0
239449_at,,239449_at,0.0
239409_at,,239409_at,0.0
239311_at,,239311_at,0.0
239167_at,,239167_at,0.0
239121_at,,239121_at,0.0
239102_s_at,,239102_s_at,0.0
238890_at,BRWD1,BRWD1 (238890_at),0.0
238715_at,LOC646014,LOC646014 (238715_at),0.0
238883_at,,238883_at,0.0
238851_at,ANKRD13A,ANKRD13A (238851_at),0.0
238786_at,ANK3,ANK3 (238786_at),0.0
238769_at,,238769_at,0.0
238747_at,CACNA1E,CACNA1E (238747_at),0.0
238718_at,,238718_at,0.0
238716_at,LOC100506990,LOC100506990 (238716_at),0.0
241818_at,,241818_at,0.0
241837_at,,241837_at,0.0
241954_at,FDFT1,FDFT1 (241954_at),0.0
243578_at,,243578_at,0.0
244530_at,,244530_at,0.0
244508_at,SEPT7,SEPT7 (244508_at),0.0
244433_at,,244433_at,0.0
244357_at,,244357_at,0.0
244341_at,,244341_at,0.0
244334_at,TRAM1L1,TRAM1L1 (244334_at),0.0
244300_at,,244300_at,0.0
244194_at,ADAM22,ADAM22 (244194_at),0.0
243_g_at,MAP4,MAP4 (243_g_at),0.0
243993_at,,243993_at,0.0
243915_at,,243915_at,0.0
243830_at,,243830_at,0.0
243827_at,,243827_at,0.0
243713_at,,243713_at,0.0
243704_at,GPATCH2,GPATCH2 (243704_at),0.0
243683_at,MORF4L2,MORF4L2 (243683_at),0.0
243618_s_at,ZNF827,ZNF827 (243618_s_at),0.0
244622_at,BRWD1,BRWD1 (244622_at),0.0
244697_at,,244697_at,0.0
244709_at,AMER3,AMER3 (244709_at),0.0
58780_s_at,ARHGEF40,ARHGEF40 (58780_s_at),0.0
AFFX-HUMGAPDH/M33197_M_at,GAPDH,GAPDH (AFFX-HUMGAPDH/M33197_M_at),0.0
AFFX-HUMGAPDH/M33197_3_at,GAPDH,GAPDH (AFFX-HUMGAPDH/M33197_3_at),0.0
AFFX-HSAC07/X00351_M_at,ACTB,ACTB (AFFX-HSAC07/X00351_M_at),0.0
AFFX-HSAC07/X00351_3_at,ACTB,ACTB (AFFX-HSAC07/X00351_3_at),0.0
AFFX-DapX-3_at,,AFFX-DapX-3_at,0.0
63009_at,SHQ1,SHQ1 (63009_at),0.0
61874_at,CACFD1,CACFD1 (61874_at),0.0
50221_at,TFEB,TFEB (50221_at),0.0
244804_at,SQSTM1,SQSTM1 (244804_at),0.0
49452_at,ACACB,ACACB (49452_at),0.0
47608_at,TJAP1,TJAP1 (47608_at),0.0
41387_r_at,KDM6B,KDM6B (41387_r_at),0.0
39313_at,WNK1,WNK1 (39313_at),0.0
36907_at,MVK,MVK (36907_at),0.0
34225_at,MIR943|NELFA,MIR943|NELFA (34225_at),0.0
31874_at,GAS2L1,GAS2L1 (31874_at),0.0
243593_s_at,,243593_s_at,0.0
243561_at,,243561_at,0.0
241993_x_at,,241993_x_at,0.0
243498_at,,243498_at,0.0
242801_at,,242801_at,0.0
242748_at,SREBF2,SREBF2 (242748_at),0.0
242732_at,,242732_at,0.0
242671_at,,242671_at,0.0
242665_at,FMNL2,FMNL2 (242665_at),0.0
242578_x_at,SLC22A3,SLC22A3 (242578_x_at),0.0
242431_at,,242431_at,0.0
242390_at,,242390_at,0.0
242357_x_at,,242357_x_at,0.0
242337_at,,242337_at,0.0
242325_at,YWHAH,YWHAH (242325_at),0.0
242320_at,,242320_at,0.0
242287_at,CLIP1,CLIP1 (242287_at),0.0
242264_at,,242264_at,0.0
242052_at,,242052_at,0.0
242040_at,GCNT7,GCNT7 (242040_at),0.0
242014_at,,242014_at,0.0
242819_at,,242819_at,0.0
242849_at,,242849_at,0.0
242916_at,CNTRL,CNTRL (242916_at),0.0
243203_at,,243203_at,0.0
243496_at,RAB18,RAB18 (243496_at),0.0
243414_at,,243414_at,0.0
243398_at,,243398_at,0.0
243350_at,,243350_at,0.0
243329_at,,243329_at,0.0
243305_at,,243305_at,0.0
243300_at,,243300_at,0.0
243184_at,,243184_at,0.0
242920_at,,242920_at,0.0
243182_at,,243182_at,0.0
243158_at,,243158_at,0.0
243046_at,,243046_at,0.0
243031_at,,243031_at,0.0
243025_at,,243025_at,0.0
242990_at,,242990_at,0.0
242972_at,HCG18,HCG18 (242972_at),0.0
236916_at,,236916_at,0.0
236715_x_at,UACA,UACA (236715_x_at),0.0
227178_at,CELF2,CELF2 (227178_at),0.0
230950_at,CNDP2,CNDP2 (230950_at),0.0
230713_at,,230713_at,0.0
230644_at,LRFN5,LRFN5 (230644_at),0.0
230590_at,,230590_at,0.0
230496_at,AMER2,AMER2 (230496_at),0.0
230326_s_at,C11orf73,C11orf73 (230326_s_at),0.0
230272_at,LINC00461|MIR9-2,LINC00461|MIR9-2 (230272_at),0.0
230262_at,ST8SIA3,ST8SIA3 (230262_at),0.0
230258_at,GLIS3,GLIS3 (230258_at),0.0
230255_at,GABRD,GABRD (230255_at),0.0
230064_at,,230064_at,0.0
230006_s_at,SVIP,SVIP (230006_s_at),0.0
229973_at,ERICH3,ERICH3 (229973_at),0.0
229905_at,RAP1GDS1,RAP1GDS1 (229905_at),0.0
229830_at,,229830_at,0.0
229811_at,RP11-157P1.4,RP11-157P1.4 (229811_at),0.0
229793_at,ASAH2B,ASAH2B (229793_at),0.0
229715_at,NCR3LG1|RP1-239B22.5,NCR3LG1|RP1-239B22.5 (229715_at),0.0
230742_at,RBM5,RBM5 (230742_at),0.0
230970_at,,230970_at,0.0
236645_at,HBP1,HBP1 (236645_at),0.0
231166_at,GPR155,GPR155 (231166_at),0.0
232266_x_at,CDK13,CDK13 (232266_x_at),0.0
232264_at,,232264_at,0.0
232215_x_at,PRR11,PRR11 (232215_x_at),0.0
232205_at,,232205_at,0.0
232169_x_at,MIR4691|MIR7113|NDUFS8,MIR4691|MIR7113|NDUFS8 (232169_x_at),0.0
232140_at,LOC100132352,LOC100132352 (232140_at),0.0
232120_at,,232120_at,0.0
232058_at,,232058_at,0.0
232028_at,ZNF678,ZNF678 (232028_at),0.0
232011_s_at,MAP1LC3A,MAP1LC3A (232011_s_at),0.0
232003_at,PNMAL2,PNMAL2 (232003_at),0.0
231887_s_at,PALD1,PALD1 (231887_s_at),0.0
231825_x_at,ATF7IP,ATF7IP (231825_x_at),0.0
231713_s_at,ELP2,ELP2 (231713_s_at),0.0
231530_s_at,C11orf1,C11orf1 (231530_s_at),0.0
231327_at,,231327_at,0.0
231311_at,,231311_at,0.0
229537_at,LMO4,LMO4 (229537_at),0.0
229520_s_at,GPATCH2L,GPATCH2L (229520_s_at),0.0
229467_at,PCBP2,PCBP2 (229467_at),0.0
229353_s_at,NUCKS1,NUCKS1 (229353_s_at),0.0
228301_x_at,NDUFB10,NDUFB10 (228301_x_at),0.0
228059_x_at,MRPS22,MRPS22 (228059_x_at),0.0
228010_at,PPP2R2C,PPP2R2C (228010_at),0.0
227872_at,POLR3A,POLR3A (227872_at),0.0
227849_at,RP9,RP9 (227849_at),0.0
227760_at,IGFBPL1,IGFBPL1 (227760_at),0.0
227730_at,DYM,DYM (227730_at),0.0
227663_at,,227663_at,0.0
227580_s_at,TECPR1,TECPR1 (227580_s_at),0.0
227556_at,NME7,NME7 (227556_at),0.0
227453_at,UNC13A,UNC13A (227453_at),0.0
227434_at,WBSCR17,WBSCR17 (227434_at),0.0
227365_at,ATCAY,ATCAY (227365_at),0.0
227322_s_at,BCCIP,BCCIP (227322_s_at),0.0
227297_at,ITGA9,ITGA9 (227297_at),0.0
227252_at,LRP10,LRP10 (227252_at),0.0
227246_at,PLRG1,PLRG1 (227246_at),0.0
228456_s_at,CDS2,CDS2 (228456_s_at),0.0
228544_s_at,CSRP2BP|PET117,CSRP2BP|PET117 (228544_s_at),0.0
228546_at,DPP6,DPP6 (228546_at),0.0
229039_at,SYN2,SYN2 (229039_at),0.0
229319_at,BC022047,BC022047 (229319_at),0.0
229312_s_at,GKAP1,GKAP1 (229312_s_at),0.0
229300_at,RAB3C,RAB3C (229300_at),0.0
229202_at,PCNXL2,PCNXL2 (229202_at),0.0
229145_at,ANAPC16,ANAPC16 (229145_at),0.0
229099_at,C11orf83,C11orf83 (229099_at),0.0
229065_at,SLC35F3,SLC35F3 (229065_at),0.0
229035_s_at,KLHDC4|LOC100129637,KLHDC4|LOC100129637 (229035_s_at),0.0
228556_at,YTHDC1,YTHDC1 (228556_at),0.0
228959_at,PDK3,PDK3 (228959_at),0.0
228882_at,TUB,TUB (228882_at),0.0
228775_at,EMC3,EMC3 (228775_at),0.0
228715_at,ZCCHC12,ZCCHC12 (228715_at),0.0
228686_at,LINC01184|LOC101929964,LINC01184|LOC101929964 (228686_at),0.0
228613_at,RAB11FIP3,RAB11FIP3 (228613_at),0.0
228581_at,KCNJ10,KCNJ10 (228581_at),0.0
232280_at,SLC25A29,SLC25A29 (232280_at),0.0
232311_at,B2M,B2M (232311_at),0.0
232347_x_at,,232347_x_at,0.0
234723_x_at,,234723_x_at,0.0
235567_at,RORA,RORA (235567_at),0.0
235538_at,,235538_at,0.0
235537_at,OCIAD1,OCIAD1 (235537_at),0.0
235507_at,PCMTD1,PCMTD1 (235507_at),0.0
235396_at,TANGO2,TANGO2 (235396_at),0.0
235376_at,,235376_at,0.0
235327_x_at,UBXN2A,UBXN2A (235327_x_at),0.0
235225_at,SCN2B,SCN2B (235225_at),0.0
235154_at,TAF3,TAF3 (235154_at),0.0
235112_at,,235112_at,0.0
235070_at,RBFOX1,RBFOX1 (235070_at),0.0
235066_at,MAP4,MAP4 (235066_at),0.0
235019_at,CPM,CPM (235019_at),0.0
234991_at,ZXDC,ZXDC (234991_at),0.0
234981_x_at,CMBL,CMBL (234981_x_at),0.0
234926_s_at,RTFDC1,RTFDC1 (234926_s_at),0.0
234906_at,,234906_at,0.0
235606_at,LINC00883,LINC00883 (235606_at),0.0
235645_at,ESCO1,ESCO1 (235645_at),0.0
235672_at,MAP6,MAP6 (235672_at),0.0
236120_at,,236120_at,0.0
236617_at,,236617_at,0.0
236610_at,,236610_at,0.0
236602_at,,236602_at,0.0
236462_at,,236462_at,0.0
236302_at,PPM1E,PPM1E (236302_at),0.0
236274_at,EIF3B,EIF3B (236274_at),0.0
236139_at,,236139_at,0.0
236000_s_at,,236000_s_at,0.0
235694_at,TCFL5,TCFL5 (235694_at),0.0
235990_at,LOC100130987,LOC100130987 (235990_at),0.0
235954_at,,235954_at,0.0
235850_at,FAM162A,FAM162A (235850_at),0.0
235805_at,,235805_at,0.0
235803_at,,235803_at,0.0
235765_at,TLE4,TLE4 (235765_at),0.0
235757_at,,235757_at,0.0
234762_x_at,NLN,NLN (234762_x_at),0.0
234594_at,ITPK1-AS1,ITPK1-AS1 (234594_at),0.0
232386_at,VPS13C,VPS13C (232386_at),0.0
234314_at,RALGAPA2,RALGAPA2 (234314_at),0.0
233229_at,SCFD1,SCFD1 (233229_at),0.0
233204_at,,233204_at,0.0
233057_at,HSPB8,HSPB8 (233057_at),0.0
223060_at,C14orf119,C14orf119 (223060_at),0.0
233041_x_at,,233041_x_at,0.0
233037_at,,233037_at,0.0
233017_x_at,,233017_x_at,0.0
232883_at,,232883_at,0.0
232814_x_at,APOPT1,APOPT1 (232814_x_at),0.0
232778_at,,232778_at,0.0
232753_at,ZNF346,ZNF346 (232753_at),0.0
232696_at,,232696_at,0.0
232695_at,KIF6,KIF6 (232695_at),0.0
232541_at,,232541_at,0.0
232531_at,EMX2OS,EMX2OS (232531_at),0.0
232516_x_at,DAP3,DAP3 (232516_x_at),0.0
232471_at,,232471_at,0.0
233241_at,KIZ,KIZ (233241_at),0.0
233243_at,,233243_at,0.0
233246_at,,233246_at,0.0
233658_at,,233658_at,0.0
234282_at,,234282_at,0.0
234122_at,,234122_at,0.0
234107_s_at,DTD1,DTD1 (234107_s_at),0.0
234086_at,,234086_at,0.0
233884_at,HIVEP3,HIVEP3 (233884_at),0.0
233775_x_at,LOC100289333,LOC100289333 (233775_x_at),0.0
233702_x_at,,233702_x_at,0.0
233611_at,,233611_at,0.0
233271_at,,233271_at,0.0
233558_s_at,TRAPPC11,TRAPPC11 (233558_s_at),0.0
233547_x_at,PDE1A,PDE1A (233547_x_at),0.0
233473_x_at,,233473_x_at,0.0
233393_at,,233393_at,0.0
233319_x_at,,233319_x_at,0.0
233313_at,,233313_at,0.0
233308_at,COPB1,COPB1 (233308_at),0.0
223082_at,SH3KBP1,SH3KBP1 (223082_at),0.0
1007_s_at,DDR1|MIR4640,DDR1|MIR4640 (1007_s_at),0.0
223059_s_at,FAM107B,FAM107B (223059_s_at),0.0
202935_s_at,SOX9,SOX9 (202935_s_at),0.0
203094_at,MAD2L1BP,MAD2L1BP (203094_at),0.0
203079_s_at,CUL2,CUL2 (203079_s_at),0.0
203053_at,BCAS2,BCAS2 (203053_at),0.0
203033_x_at,FH,FH (203033_x_at),0.0
203017_s_at,SSX2IP,SSX2IP (203017_s_at),0.0
203000_at,STMN2,STMN2 (203000_at),0.0
202961_s_at,ARMC2-AS1|ATP5J2,ARMC2-AS1|ATP5J2 (202961_s_at),0.0
202949_s_at,FHL2,FHL2 (202949_s_at),0.0
202941_at,NDUFV2,NDUFV2 (202941_at),0.0
202926_at,NBAS,NBAS (202926_at),0.0
223043_at,EMC4,EMC4 (223043_at),0.0
202916_s_at,FAM20B,FAM20B (202916_s_at),0.0
202897_at,SIRPA,SIRPA (202897_at),0.0
202858_at,U2AF1,U2AF1 (202858_at),0.0
202813_at,TARBP1,TARBP1 (202813_at),0.0
202799_at,CLPP,CLPP (202799_at),0.0
202785_at,NDUFA7,NDUFA7 (202785_at),0.0
202741_at,PRKACB,PRKACB (202741_at),0.0
202675_at,SDHB,SDHB (202675_at),0.0
202670_at,MAP2K1,MAP2K1 (202670_at),0.0
203109_at,UBE2M,UBE2M (203109_at),0.0
203139_at,DAPK1,DAPK1 (203139_at),0.0
203157_s_at,GLS,GLS (203157_s_at),0.0
203159_at,GLS,GLS (203159_at),0.0
203724_s_at,RUFY3,RUFY3 (203724_s_at),0.0
203720_s_at,ERCC1,ERCC1 (203720_s_at),0.0
203694_s_at,DHX16,DHX16 (203694_s_at),0.0
203662_s_at,TMOD1,TMOD1 (203662_s_at),0.0
203616_at,POLB,POLB (203616_at),0.0
203567_s_at,TRIM38,TRIM38 (203567_s_at),0.0
203517_at,MTX2,MTX2 (203517_at),0.0
203509_at,SORL1,SORL1 (203509_at),0.0
203459_s_at,VPS16,VPS16 (203459_s_at),0.0
203454_s_at,ATOX1,ATOX1 (203454_s_at),0.0
203445_s_at,CTDSP2,CTDSP2 (203445_s_at),0.0
203413_at,NELL2,NELL2 (203413_at),0.0
203392_s_at,CTBP1,CTBP1 (203392_s_at),0.0
203376_at,CDC40,CDC40 (203376_at),0.0
203336_s_at,ITGB1BP1,ITGB1BP1 (203336_s_at),0.0
203333_at,KIFAP3,KIFAP3 (203333_at),0.0
203279_at,EDEM1,EDEM1 (203279_at),0.0
203182_s_at,SRPK2,SRPK2 (203182_s_at),0.0
203173_s_at,C16orf62,C16orf62 (203173_s_at),0.0
202659_at,PSMB10,PSMB10 (202659_at),0.0
202623_at,EAPP,EAPP (202623_at),0.0
202593_s_at,GDE1,GDE1 (202593_s_at),0.0
202077_at,NDUFAB1,NDUFAB1 (202077_at),0.0
202000_at,NDUFA6,NDUFA6 (202000_at),0.0
201996_s_at,SPEN,SPEN (201996_s_at),0.0
201993_x_at,HNRNPDL,HNRNPDL (201993_x_at),0.0
201991_s_at,KIF5B,KIF5B (201991_s_at),0.0
201976_s_at,MYO10,MYO10 (201976_s_at),0.0
201947_s_at,CCT2,CCT2 (201947_s_at),0.0
201932_at,LRRC41,LRRC41 (201932_at),0.0
201880_at,ARIH1,ARIH1 (201880_at),0.0
201856_s_at,ZFR,ZFR (201856_s_at),0.0
201825_s_at,SCCPDH,SCCPDH (201825_s_at),0.0
201805_at,PRKAG1,PRKAG1 (201805_at),0.0
201728_s_at,KIAA0100,KIAA0100 (201728_s_at),0.0
201725_at,CDC123,CDC123 (201725_at),0.0
201677_at,HMCES,HMCES (201677_at),0.0
201676_x_at,PSMA1,PSMA1 (201676_x_at),0.0
201652_at,COPS5,COPS5 (201652_at),0.0
201628_s_at,RRAGA,RRAGA (201628_s_at),0.0
201619_at,PRDX3,PRDX3 (201619_at),0.0
201608_s_at,PWP1,PWP1 (201608_s_at),0.0
202021_x_at,EIF1,EIF1 (202021_x_at),0.0
202078_at,COPS3,COPS3 (202078_at),0.0
202544_at,GMFB,GMFB (202544_at),0.0
202133_at,WWTR1,WWTR1 (202133_at),0.0
202507_s_at,SNAP25,SNAP25 (202507_s_at),0.0
202471_s_at,IDH3G,IDH3G (202471_s_at),0.0
202432_at,PPP3CB,PPP3CB (202432_at),0.0
202429_s_at,PPP3CA,PPP3CA (202429_s_at),0.0
202416_at,DNAJC7,DNAJC7 (202416_at),0.0
202395_at,LOC101930324|NSF,LOC101930324|NSF (202395_at),0.0
202391_at,BASP1,BASP1 (202391_at),0.0
202363_at,SPOCK1,SPOCK1 (202363_at),0.0
202343_x_at,COX5B,COX5B (202343_x_at),0.0
202336_s_at,PAM,PAM (202336_s_at),0.0
202283_at,SERPINF1,SERPINF1 (202283_at),0.0
202257_s_at,CD2BP2,CD2BP2 (202257_s_at),0.0
202254_at,SIPA1L1,SIPA1L1 (202254_at),0.0
202243_s_at,PSMB4,PSMB4 (202243_s_at),0.0
202205_at,VASP,VASP (202205_at),0.0
