gene,gene_symbol,gene_label,mean_abs_shap
214723_x_at,ANKRD36,ANKRD36,0.0
214715_x_at,ZNF160,ZNF160,0.0
214707_x_at,ALMS1,ALMS1,0.0
214687_x_at,ALDOA,ALDOA,0.0
214594_x_at,ATP8B1,ATP8B1,0.0
214548_x_at,GNAS,GNAS,0.0
214432_at,ATP1A3|LOC101927137,ATP1A3|LOC101927137,0.0
215069_at,NMT2,NMT2,0.0
215179_x_at,PGF,PGF,0.0
216044_x_at,FAM69A,FAM69A,0.0
215230_x_at,EIF3C|EIF3CL,EIF3C|EIF3CL,0.0
216006_at,,216006_at,0.0
215962_at,,215962_at,0.0
215780_s_at,SET|SETP4|SETSIP,SET|SETP4|SETSIP,0.0
215722_s_at,SNRPA1,SNRPA1,0.0
215714_s_at,SMARCA4,SMARCA4,0.0
215700_x_at,CPNE6,CPNE6,0.0
1316_at,THRA,THRA,0.0
215628_x_at,,215628_x_at,0.0
215604_x_at,,215604_x_at,0.0
215600_x_at,FBXW12,FBXW12,0.0
215588_x_at,RIOK3,RIOK3,0.0
215545_at,,215545_at,0.0
215543_s_at,LARGE,LARGE,0.0
215529_x_at,DIP2A,DIP2A,0.0
215499_at,LOC100996792|MAP2K3,LOC100996792|MAP2K3,0.0
215404_x_at,FGFR1,FGFR1,0.0
215341_at,DNAH6,DNAH6,0.0
215290_at,,215290_at,0.0
215284_at,,215284_at,0.0
218251_at,MID1IP1,MID1IP1,0.0
218336_at,PFDN2,PFDN2,0.0
214375_at,PPFIBP1,PPFIBP1,0.0
222310_at,SCAF4,SCAF4,0.0
221923_s_at,NPM1,NPM1,0.0
221903_s_at,CYLD,CYLD,0.0
221899_at,N4BP2L2,N4BP2L2,0.0
221853_s_at,LOC101060373|NOMO1|NOMO2|NOMO3,LOC101060373|NOMO1|NOMO2|NOMO3,0.0
221829_s_at,TNPO1,TNPO1,0.0
221797_at,OXLD1,OXLD1,0.0
221620_s_at,APOO,APOO,0.0
221562_s_at,SIRT3,SIRT3,0.0
221515_s_at,LCMT1,LCMT1,0.0
221494_x_at,EIF3K,EIF3K,0.0
221488_s_at,CUTA,CUTA,0.0
221263_s_at,SF3B5,SF3B5,0.0
221155_x_at,,221155_x_at,0.0
220942_x_at,FAM162A,FAM162A,0.0
220864_s_at,NDUFA13,NDUFA13,0.0
220796_x_at,SLC35E1,SLC35E1,0.0
220690_s_at,DHRS7B,DHRS7B,0.0
220642_x_at,GPR89A|GPR89B,GPR89A|GPR89B,0.0
220617_s_at,ZNF532,ZNF532,0.0
222282_at,,222282_at,0.0
222313_at,,222313_at,0.0
220572_at,LOC100506282,LOC100506282,0.0
222339_x_at,,222339_x_at,0.0
223020_at,CLPTM1L,CLPTM1L,0.0
222997_s_at,MRPS21,MRPS21,0.0
222995_s_at,RHBDD2,RHBDD2,0.0
222984_at,PAIP2,PAIP2,0.0
222887_s_at,TMEM127,TMEM127,0.0
222796_at,ATP5J2-PTCD1|PTCD1,ATP5J2-PTCD1|PTCD1,0.0
222759_at,SUV420H1,SUV420H1,0.0
222633_at,TBL1XR1,TBL1XR1,0.0
222621_at,DNAJC1,DNAJC1,0.0
222609_s_at,EXOSC1,EXOSC1,0.0
222606_at,ZWILCH,ZWILCH,0.0
222514_at,RRAGC,RRAGC,0.0
222469_s_at,TOLLIP,TOLLIP,0.0
222430_s_at,YTHDF2,YTHDF2,0.0
222423_at,NDFIP1,NDFIP1,0.0
222418_s_at,TMEM43,TMEM43,0.0
222396_at,HN1,HN1,0.0
222378_at,,222378_at,0.0
222372_at,MAGI1,MAGI1,0.0
220578_at,ADAMTSL4,ADAMTSL4,0.0
220459_at,MCM3AP-AS1,MCM3AP-AS1,0.0
218354_at,TRAPPC2L,TRAPPC2L,0.0
219365_s_at,CAMKV,CAMKV,0.0
219319_at,HIF3A,HIF3A,0.0
219203_at,EMC9,EMC9,0.0
219097_x_at,SMIM7,SMIM7,0.0
219019_at,PIDD1,PIDD1,0.0
218935_at,EHD3,EHD3,0.0
218897_at,TMEM177,TMEM177,0.0
218805_at,GIMAP1-GIMAP5|GIMAP5,GIMAP1-GIMAP5|GIMAP5,0.0
218679_s_at,VPS28,VPS28,0.0
218651_s_at,LARP6,LARP6,0.0
218628_at,CCDC53,CCDC53,0.0
218625_at,NRN1,NRN1,0.0
218579_s_at,DHX35,DHX35,0.0
218557_at,NIT2,NIT2,0.0
218546_at,C1orf115,C1orf115,0.0
218504_at,FAHD2A,FAHD2A,0.0
218500_at,THEM6,THEM6,0.0
218491_s_at,THYN1,THYN1,0.0
218488_at,EIF2B3,EIF2B3,0.0
218380_at,LOC728392,LOC728392,0.0
219338_s_at,LRRC49,LRRC49,0.0
219375_at,CEPT1,CEPT1,0.0
220370_s_at,USP36,USP36,0.0
219392_x_at,PRR11,PRR11,0.0
220329_s_at,RMND1,RMND1,0.0
220316_at,NPAS3,NPAS3,0.0
220261_s_at,ZDHHC4,ZDHHC4,0.0
220183_s_at,NUDT6,NUDT6,0.0
220081_x_at,HSD17B7,HSD17B7,0.0
220072_at,CSPP1,CSPP1,0.0
220071_x_at,HAUS2,HAUS2,0.0
219961_s_at,KIZ,KIZ,0.0
219945_at,DDX25,DDX25,0.0
219896_at,CALY,CALY,0.0
219862_s_at,NARF,NARF,0.0
219778_at,ZFPM2,ZFPM2,0.0
219665_at,NUDT18,NUDT18,0.0
219660_s_at,ATP8A2,ATP8A2,0.0
219659_at,ATP8A2,ATP8A2,0.0
219575_s_at,COG8|PDF,COG8|PDF,0.0
219425_at,SULT4A1,SULT4A1,0.0
219408_at,PRMT7,PRMT7,0.0
219406_at,C1orf50,C1orf50,0.0
214428_x_at,C4A|C4B|C4B_2,C4A|C4B|C4B_2,0.0
214359_s_at,HSP90AB1,HSP90AB1,0.0
208682_s_at,MAGED2,MAGED2,0.0
210532_s_at,C14orf2,C14orf2,0.0
210501_x_at,EIF3K,EIF3K,0.0
210418_s_at,IDH3B,IDH3B,0.0
210415_s_at,ODF2,ODF2,0.0
210408_s_at,CPNE6,CPNE6,0.0
210404_x_at,CAMK2B,CAMK2B,0.0
210367_s_at,PTGES,PTGES,0.0
210364_at,SCN2B,SCN2B,0.0
210252_s_at,MADD,MADD,0.0
210222_s_at,RTN1,RTN1,0.0
210213_s_at,EIF6,EIF6,0.0
210193_at,MOBP,MOBP,0.0
210156_s_at,PCMT1,PCMT1,0.0
210069_at,CHKB-CPT1B|CPT1B,CHKB-CPT1B|CPT1B,0.0
210028_s_at,ORC3,ORC3,0.0
210027_s_at,APEX1,APEX1,0.0
209950_s_at,VILL,VILL,0.0
209902_at,ATR,ATR,0.0
209860_s_at,ANXA7,ANXA7,0.0
209853_s_at,PSME3,PSME3,0.0
210524_x_at,,210524_x_at,0.0
210547_x_at,ICA1,ICA1,0.0
209818_s_at,HABP4,HABP4,0.0
210550_s_at,RASGRF1,RASGRF1,0.0
211493_x_at,DTNA,DTNA,0.0
211483_x_at,CAMK2B,CAMK2B,0.0
211464_x_at,CASP6,CASP6,0.0
211452_x_at,LRRFIP1,LRRFIP1,0.0
211378_x_at,LOC101060363|PPIA,LOC101060363|PPIA,0.0
211373_s_at,PSEN2,PSEN2,0.0
211370_s_at,MAP2K5,MAP2K5,0.0
211296_x_at,UBC,UBC,0.0
211072_x_at,TUBA1B,TUBA1B,0.0
211058_x_at,TUBA1B,TUBA1B,0.0
211025_x_at,COX5B,COX5B,0.0
210987_x_at,TPM1,TPM1,0.0
210949_s_at,EIF3C|EIF3CL,EIF3C|EIF3CL,0.0
210948_s_at,LEF1,LEF1,0.0
210766_s_at,CSE1L,CSE1L,0.0
210758_at,PSIP1,PSIP1,0.0
210736_x_at,DTNA,DTNA,0.0
210638_s_at,FBXO9,FBXO9,0.0
210589_s_at,GBAP1,GBAP1,0.0
209849_s_at,RAD51C,RAD51C,0.0
209755_at,NMNAT2,NMNAT2,0.0
211594_s_at,MRPL9,MRPL9,0.0
208911_s_at,PDHB,PDHB,0.0
208906_at,BSCL2|HNRNPUL2-BSCL2,BSCL2|HNRNPUL2-BSCL2,0.0
208900_s_at,TOP1,TOP1,0.0
208857_s_at,PCMT1,PCMT1,0.0
208846_s_at,VDAC3,VDAC3,0.0
208833_s_at,ATXN10,ATXN10,0.0
208813_at,GOT1,GOT1,0.0
208799_at,PSMB5,PSMB5,0.0
208781_x_at,SNX3,SNX3,0.0
208778_s_at,SNORA29|TCP1,SNORA29|TCP1,0.0
208771_s_at,LOC101928830|LTA4H,LOC101928830|LTA4H,0.0
208761_s_at,SUMO1,SUMO1,0.0
208758_at,ATIC,ATIC,0.0
208732_at,RAB2A,RAB2A,0.0
208720_s_at,RBM39,RBM39,0.0
208714_at,NDUFV1,NDUFV1,0.0
208709_s_at,NRD1,NRD1,0.0
208704_x_at,APLP2,APLP2,0.0
208703_s_at,APLP2,APLP2,0.0
208687_x_at,HSPA8|SNORD14C|SNORD14D,HSPA8|SNORD14C|SNORD14D,0.0
208909_at,UQCRFS1,UQCRFS1,0.0
208928_at,POR,POR,0.0
209566_at,INSIG2,INSIG2,0.0
208936_x_at,LGALS8,LGALS8,0.0
209565_at,RNF113A,RNF113A,0.0
209556_at,NCDN,NCDN,0.0
209445_x_at,COA1,COA1,0.0
209382_at,POLR3C,POLR3C,0.0
209372_x_at,TUBB2A|TUBB2B,TUBB2A|TUBB2B,0.0
209251_x_at,TUBA1C,TUBA1C,0.0
209249_s_at,GHITM,GHITM,0.0
209248_at,GHITM,GHITM,0.0
209234_at,KIF1B,KIF1B,0.0
209228_x_at,TUSC3,TUSC3,0.0
209224_s_at,NDUFA2,NDUFA2,0.0
209194_at,CETN2,CETN2,0.0
209180_at,RABGGTB,RABGGTB,0.0
209158_s_at,CYTH2,CYTH2,0.0
209132_s_at,COMMD4,COMMD4,0.0
209092_s_at,GLOD4,GLOD4,0.0
209058_at,EDF1,EDF1,0.0
208968_s_at,CIAPIN1,CIAPIN1,0.0
208941_s_at,SEPHS1,SEPHS1,0.0
211494_s_at,SLC4A4,SLC4A4,0.0
211609_x_at,PSMD4,PSMD4,0.0
214353_at,,214353_at,0.0
213400_s_at,TBL1X,TBL1X,0.0
213333_at,MDH2,MDH2,0.0
213318_s_at,BAG6,BAG6,0.0
213315_x_at,CXorf40A,CXorf40A,0.0
213295_at,CYLD,CYLD,0.0
213276_at,CAMK2B,CAMK2B,0.0
213271_s_at,DOPEY1,DOPEY1,0.0
213268_at,CAMTA1,CAMTA1,0.0
213235_at,KNOP1,KNOP1,0.0
213214_x_at,ACTB|ACTG1,ACTB|ACTG1,0.0
213122_at,TSPYL5,TSPYL5,0.0
213079_at,TSR2,TSR2,0.0
213009_s_at,TRIM37,TRIM37,0.0
212993_at,NACC2,NACC2,0.0
212961_x_at,CXorf40B,CXorf40B,0.0
212895_s_at,ABR,ABR,0.0
212891_s_at,GADD45GIP1,GADD45GIP1,0.0
212880_at,WDR7,WDR7,0.0
212878_s_at,KLC1,KLC1,0.0
212833_at,SLC25A46,SLC25A46,0.0
213394_at,MAPKBP1,MAPKBP1,0.0
213407_at,PHLPP2,PHLPP2,0.0
212716_s_at,EIF3K,EIF3K,0.0
213423_x_at,TUSC3,TUSC3,0.0
214306_at,OPA1,OPA1,0.0
214295_at,KIAA0485,KIAA0485,0.0
214176_s_at,,214176_s_at,0.0
213912_at,TBC1D30,TBC1D30,0.0
213872_at,,213872_at,0.0
213867_x_at,ACTB,ACTB,0.0
213832_at,KCND3,KCND3,0.0
213787_s_at,EBP,EBP,0.0
213771_at,IRF2BP1,IRF2BP1,0.0
213738_s_at,ATP5A1,ATP5A1,0.0
213714_at,CACNB2,CACNB2,0.0
213693_s_at,MUC1,MUC1,0.0
213646_x_at,TUBA1B,TUBA1B,0.0
213636_at,KIAA1045,KIAA1045,0.0
213609_s_at,SEZ6L,SEZ6L,0.0
213550_s_at,IK|TMCO6,IK|TMCO6,0.0
213486_at,COPG2IT1,COPG2IT1,0.0
213476_x_at,TUBB3,TUBB3,0.0
213453_x_at,GAPDH,GAPDH,0.0
212728_at,DLG3,DLG3,0.0
212712_at,CAMSAP1,CAMSAP1,0.0
211615_s_at,LRPPRC,LRPPRC,0.0
212156_at,VPS39,VPS39,0.0
212114_at,ATXN7L3B,ATXN7L3B,0.0
212111_at,STX12,STX12,0.0
212088_at,PMPCA,PMPCA,0.0
212062_at,ATP9A,ATP9A,0.0
212059_s_at,TRPC4AP,TRPC4AP,0.0
212033_at,RBM25,RBM25,0.0
212017_at,FAM168B,FAM168B,0.0
211984_at,CALM1|CALM2|CALM3,CALM1|CALM2|CALM3,0.0
211978_x_at,LOC101060363|PPIA,LOC101060363|PPIA,0.0
211972_x_at,RPLP0,RPLP0,0.0
211955_at,IPO5,IPO5,0.0
211928_at,DYNC1H1,DYNC1H1,0.0
211858_x_at,GNAS,GNAS,0.0
211779_x_at,AP2A2,AP2A2,0.0
211765_x_at,PPIA,PPIA,0.0
211750_x_at,TUBA1C,TUBA1C,0.0
211685_s_at,NCALD,NCALD,0.0
211662_s_at,VDAC2,VDAC2,0.0
211630_s_at,GSS,GSS,0.0
212122_at,RHOQ,RHOQ,0.0
212165_at,TMEM183A|TMEM183B,TMEM183A|TMEM183B,0.0
212703_at,TLN2,TLN2,0.0
212185_x_at,MT2A,MT2A,0.0
212674_s_at,DHX30,DHX30,0.0
212661_x_at,LOC101060363|PPIA,LOC101060363|PPIA,0.0
212641_at,HIVEP2,HIVEP2,0.0
212639_x_at,TUBA1B,TUBA1B,0.0
212627_s_at,EXOSC7,EXOSC7,0.0
212600_s_at,UQCRC2,UQCRC2,0.0
212587_s_at,PTPRC,PTPRC,0.0
212451_at,SECISBP2L,SECISBP2L,0.0
212377_s_at,NOTCH2,NOTCH2,0.0
212363_x_at,ACTB|ACTG1,ACTB|ACTG1,0.0
212348_s_at,KDM1A,KDM1A,0.0
212333_at,FAM98A,FAM98A,0.0
212296_at,PSMD14,PSMD14,0.0
212273_x_at,GNAS,GNAS,0.0
212242_at,TUBA4A,TUBA4A,0.0
212228_s_at,COQ9,COQ9,0.0
212227_x_at,EIF1,EIF1,0.0
212197_x_at,MPRIP,MPRIP,0.0
212186_at,ACACA,ACACA,0.0
215645_at,FLCN,FLCN,0.0
