gene,gene_symbol,gene_label,F_score,p_value
240038_at,,240038_at,19.76001727022766,2.947230872756344e-05
208999_at,SEPT8,SEPT8,19.760015461696536,2.947233084042762e-05
220081_x_at,HSD17B7,HSD17B7,19.759240541064553,2.9481807348071177e-05
200001_at,CAPNS1,CAPNS1,19.754809722225332,2.953605216452662e-05
202852_s_at,AAGAB,AAGAB,19.74329915797099,2.9677452587379412e-05
212270_x_at,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,C18orf32|RPL17|RPL17-C18orf32|SNORD58A|SNORD58B|SNORD58C,19.740292958016465,2.9714496676148655e-05
217867_x_at,BACE2,BACE2,19.738891001938597,2.973178865139727e-05
201527_at,ATP6V1F|LOC101927180,ATP6V1F|LOC101927180,19.737908581288657,2.97439121788857e-05
212859_x_at,MT1E,MT1E,19.737300635800683,2.975141705937778e-05
235672_at,MAP6,MAP6,19.726200263165527,2.988879088063658e-05
211609_x_at,PSMD4,PSMD4,19.72557990645408,2.989648742155132e-05
228774_at,CEP78,CEP78,19.71086329176999,3.0079671062109585e-05
208682_s_at,MAGED2,MAGED2,19.70498521029605,3.01531606893716e-05
238658_at,,238658_at,19.704419238516895,3.0160246401599573e-05
200068_s_at,CANX,CANX,19.693228128552462,3.030070688915865e-05
213079_at,TSR2,TSR2,19.68263767765901,3.0434249058851275e-05
1557394_at,DLGAP4,DLGAP4,19.681387140134422,3.045005790621521e-05
1554251_at,HP1BP3,HP1BP3,19.67535991194198,3.0526370688038545e-05
1568408_x_at,,1568408_x_at,19.672686297369456,3.0560285283450636e-05
232027_at,SYNE1,SYNE1,19.66683400922583,3.063465664218425e-05
232753_at,ZNF346,ZNF346,19.65873819755146,3.073784636180157e-05
218133_s_at,NIF3L1,NIF3L1,19.656133447543535,3.077112274734989e-05
200813_s_at,PAFAH1B1,PAFAH1B1,19.65372829515303,3.080188217310419e-05
242040_at,GCNT7,GCNT7,19.653367029187223,3.080650512869837e-05
208758_at,ATIC,ATIC,19.65255502098855,3.081689863575494e-05
225115_at,HIPK2,HIPK2,19.637591823386565,3.1009071856590096e-05
201415_at,GSS,GSS,19.62984244526453,3.110908237960801e-05
208846_s_at,VDAC3,VDAC3,19.621859842832443,3.121245028077359e-05
212833_at,SLC25A46,SLC25A46,19.62090901630269,3.122478623450835e-05
215290_at,,215290_at,19.61787910317886,3.126412961864541e-05
226291_at,ALS2,ALS2,19.61725897146241,3.1272188314842996e-05
208928_at,POR,POR,19.609469290920007,3.137359872920436e-05
240246_at,LOC642236,LOC642236,19.60562657970299,3.1423750011191635e-05
243993_at,,243993_at,19.593459228735917,3.1583091720884616e-05
239409_at,,239409_at,19.590742052007048,3.1618788991678416e-05
203033_x_at,FH,FH,19.590352076758872,3.162391575311309e-05
209059_s_at,EDF1,EDF1,19.589910981112254,3.162971559464162e-05
217964_at,TTC19,TTC19,19.58989903316495,3.162987271005302e-05
240478_at,,240478_at,19.586145229669732,3.167927502432364e-05
201725_at,CDC123,CDC123,19.57813666788642,3.178493839028364e-05
205346_at,ST3GAL2,ST3GAL2,19.576667865849696,3.180435683686159e-05
202724_s_at,FOXO1,FOXO1,19.561186208706832,3.200977849312801e-05
213009_s_at,TRIM37,TRIM37,19.558487743640757,3.204572329651121e-05
210766_s_at,CSE1L,CSE1L,19.555609296745047,3.208411137783068e-05
225237_s_at,MSI2,MSI2,19.55206267499721,3.2131475650806795e-05
201677_at,HMCES,HMCES,19.551253553797764,3.214229135558655e-05
217786_at,PRMT5,PRMT5,19.541028168067708,3.2279300029451005e-05
234906_at,,234906_at,19.539307729441656,3.230241103506843e-05
203816_at,DGUOK,DGUOK,19.536757140443832,3.2336704993960274e-05
202416_at,DNAJC7,DNAJC7,19.526065299640763,3.248087085482648e-05
228943_at,MAP6,MAP6,19.498669887586136,3.28532927653481e-05
217939_s_at,AFTPH,AFTPH,19.49819799961106,3.285974616022222e-05
211424_x_at,METTL7A,METTL7A,19.486547974205187,3.3019483111520796e-05
213315_x_at,CXorf40A,CXorf40A,19.481558280818803,3.3088142754414855e-05
211073_x_at,RNU86|RPL3|SNORD83B,RNU86|RPL3|SNORD83B,19.48125596741386,3.309230739803497e-05
236946_at,,236946_at,19.472282334150027,3.321617363328475e-05
215221_at,,215221_at,19.468125743274182,3.327371029281318e-05
242732_at,,242732_at,19.460409952652636,3.3380786711056545e-05
217782_s_at,GPS1,GPS1,19.454898899992138,3.345748400134018e-05
204586_at,BSN,BSN,19.452581958034287,3.348978305526711e-05
221495_s_at,TCF25,TCF25,19.446255967161317,3.35781334643677e-05
200981_x_at,GNAS,GNAS,19.433562071325863,3.375614475030385e-05
210501_x_at,EIF3K,EIF3K,19.432411581251746,3.377232648325398e-05
244334_at,TRAM1L1,TRAM1L1,19.432329436471814,3.377348216163367e-05
204720_s_at,DNAJC6,DNAJC6,19.431594040782656,3.378383011080529e-05
216232_s_at,GCN1L1,GCN1L1,19.4246154851544,3.388218994876021e-05
225771_at,AP1G1,AP1G1,19.414658656005756,3.402303833509197e-05
212165_at,TMEM183A|TMEM183B,TMEM183A|TMEM183B,19.40866734763081,3.410808138182086e-05
236462_at,,236462_at,19.404484454729605,3.416758484480426e-05
214769_at,CLCN4,CLCN4,19.397799711500323,3.426290032765415e-05
202363_at,SPOCK1,SPOCK1,19.395581722372174,3.4294586370597545e-05
229541_at,,229541_at,19.394043871098138,3.431657373100885e-05
238584_at,IQCA1,IQCA1,19.39326105935833,3.432777152446816e-05
200613_at,AP2M1,AP2M1,19.374472411368156,3.459766772108377e-05
200863_s_at,RAB11A,RAB11A,19.356423016441553,3.4859003760069004e-05
225556_at,VMA21,VMA21,19.355381565512705,3.4874144778434614e-05
212059_s_at,TRPC4AP,TRPC4AP,19.354337747431806,3.488932700998452e-05
243350_at,,243350_at,19.350368016114885,3.494712858204794e-05
240052_at,ITPR1,ITPR1,19.350239628653668,3.49489996234596e-05
231896_s_at,DENR,DENR,19.34396589334632,3.5040555110765504e-05
217679_x_at,,217679_x_at,19.33801395046686,3.5127642956372745e-05
1552536_at,VTI1A,VTI1A,19.332045540807684,3.521519567534008e-05
238651_at,,238651_at,19.329833678004302,3.524769934510362e-05
204905_s_at,EEF1E1,EEF1E1,19.32597478376608,3.530448042041272e-05
205550_s_at,BRE,BRE,19.3256551845735,3.530918733467169e-05
213318_s_at,BAG6,BAG6,19.319987576104705,3.5392764819240454e-05
231311_at,,231311_at,19.319393382841184,3.540153889641258e-05
217717_s_at,YWHAB,YWHAB,19.30973672720168,3.5544447211204704e-05
202670_at,MAP2K1,MAP2K1,19.30007500263228,3.568802542818447e-05
201554_x_at,GYG1,GYG1,19.29245664757297,3.580165937199954e-05
1556964_s_at,,1556964_s_at,19.290960160559724,3.5824024457884144e-05
214167_s_at,RPLP0,RPLP0,19.290951193199465,3.582415851898397e-05
244007_at,ZNF462,ZNF462,19.28556512041559,3.590477320657641e-05
213423_x_at,TUSC3,TUSC3,19.279624515859307,3.59939044924907e-05
1553313_s_at,SLC5A3,SLC5A3,19.279127844053313,3.6001366745766314e-05
207809_s_at,ATP6AP1,ATP6AP1,19.278257224804747,3.6014451224210324e-05
200681_at,GLO1,GLO1,19.26910052037579,3.615236383402101e-05
201371_s_at,CUL3,CUL3,19.264537662244315,3.622128978241105e-05
217965_s_at,SAP30BP,SAP30BP,19.263863450202106,3.623148581748978e-05
214439_x_at,BIN1,BIN1,19.257871763666913,3.632222745017852e-05
209224_s_at,NDUFA2,NDUFA2,19.254798290402785,3.6368864765671345e-05
226644_at,MIB2,MIB2,19.24836262729543,3.6466720375641835e-05
201164_s_at,PUM1,PUM1,19.24783164432488,3.647480618765641e-05
200610_s_at,NCL,NCL,19.24621494360315,3.649943669237667e-05
218066_at,SLC12A7,SLC12A7,19.242727801911123,3.6552621805550414e-05
201580_s_at,TMX4,TMX4,19.240877139739137,3.658088012076568e-05
223082_at,SH3KBP1,SH3KBP1,19.23609297104334,3.665403537350327e-05
AFFX-HUMGAPDH/M33197_5_at,GAPDH,GAPDH,19.23489554804813,3.667236887384486e-05
233243_at,,233243_at,19.23339529319529,3.6695352305966633e-05
220419_s_at,USP25,USP25,19.22764860864126,3.678352709035429e-05
210448_s_at,P2RX5,P2RX5,19.22669753781632,3.679814097289835e-05
218220_at,C12orf10,C12orf10,19.216804910623775,3.695050343696891e-05
238277_at,,238277_at,19.212395217234786,3.7018629142762786e-05
238573_at,OTUD7B,OTUD7B,19.206637319978856,3.710777821196909e-05
219343_at,CDC37L1,CDC37L1,19.20557093506139,3.712431322716533e-05
201459_at,RUVBL2,RUVBL2,19.2052519780504,3.712926034476571e-05
218546_at,C1orf115,C1orf115,19.19693444199525,3.725850787304372e-05
225234_at,CBL,CBL,19.19485414443375,3.729090635885281e-05
222862_s_at,AK5,AK5,19.19417571060982,3.730147854038018e-05
225799_at,LINC00152|LOC101930489|MIR4435-1HG,LINC00152|LOC101930489|MIR4435-1HG,19.19309556280632,3.7318317090706195e-05
226647_at,TMEM25,TMEM25,19.190733672627054,3.7355164163446214e-05
208732_at,RAB2A,RAB2A,19.189307939537287,3.737742469783428e-05
222430_s_at,YTHDF2,YTHDF2,19.184682863530995,3.744973196738397e-05
225094_at,SETD8,SETD8,19.179704556975487,3.752772262121446e-05
205702_at,PHTF1,PHTF1,19.17903198344675,3.753827204991487e-05
232347_x_at,,232347_x_at,19.17223091818652,3.764511971854433e-05
218788_s_at,SMYD3,SMYD3,19.164238717664176,3.777108121146696e-05
209566_at,INSIG2,INSIG2,19.162459031796168,3.7799189109686944e-05
227152_at,KIAA1551,KIAA1551,19.16068726674929,3.782719331627883e-05
230970_at,,230970_at,19.15634699342359,3.78958852714282e-05
201072_s_at,SMARCC1,SMARCC1,19.15246123468211,3.795749282392129e-05
210987_x_at,TPM1,TPM1,19.148899023980867,3.80140612798052e-05
202530_at,MAPK14,MAPK14,19.143144719766596,3.8105624071676154e-05
229293_at,,229293_at,19.14257978302797,3.811462561573895e-05
209161_at,PRPF4,PRPF4,19.141318111855288,3.813473664242706e-05
1561686_at,,1561686_at,19.1401161580625,3.8153905943981067e-05
209092_s_at,GLOD4,GLOD4,19.139372838507665,3.8165765707844574e-05
231986_at,RIMS1,RIMS1,19.139119627589913,3.81698065894901e-05
1558784_at,LOC100133089,LOC100133089,19.1362709355828,3.821529799980546e-05
209234_at,KIF1B,KIF1B,19.130282402948183,3.831111247967212e-05
212068_s_at,PRRC2B,PRRC2B,19.12481485438775,3.839880754296434e-05
233816_at,,233816_at,19.12319179564657,3.842487988552623e-05
218653_at,SLC25A15,SLC25A15,19.121979521263334,3.844436540680086e-05
212273_x_at,GNAS,GNAS,19.11969536374324,3.848110753559017e-05
227580_s_at,TECPR1,TECPR1,19.119155451379022,3.848979765544923e-05
36711_at,MAFF,MAFF,19.11568314920644,3.854573417932355e-05
1568603_at,CADPS,CADPS,19.1145412426184,3.8564147845799777e-05
203814_s_at,NQO2,NQO2,19.109860275476777,3.8639724949600175e-05
215545_at,,215545_at,19.097195744865477,3.8844967542863736e-05
206461_x_at,MT1H,MT1H,19.091142642069045,3.894346111655878e-05
202961_s_at,ARMC2-AS1|ATP5J2,ARMC2-AS1|ATP5J2,19.087766975599607,3.899850028408718e-05
237452_at,,237452_at,19.087681238392936,3.8999899245163586e-05
237107_at,PRKRA,PRKRA,19.07898918213887,3.914199489840576e-05
229065_at,SLC35F3,SLC35F3,19.076172762659994,3.91881513873839e-05
204488_at,DOLK,DOLK,19.071374219290792,3.926692084264527e-05
225934_at,,225934_at,19.068086888329933,3.932097746074793e-05
205047_s_at,ASNS,ASNS,19.067725683067643,3.9326921765857154e-05
208709_s_at,NRD1,NRD1,19.065862034178572,3.935760629416362e-05
228556_at,YTHDC1,YTHDC1,19.06553008152184,3.93630744021053e-05
206483_at,LRRC6,LRRC6,19.04883253704893,3.963913801199858e-05
218354_at,TRAPPC2L,TRAPPC2L,19.047676258690306,3.965832867713224e-05
212156_at,VPS39,VPS39,19.047177957556684,3.966660189507649e-05
1555824_a_at,PACS2,PACS2,19.042752174109168,3.974016058821767e-05
244300_at,,244300_at,19.03977265019251,3.9789760886596806e-05
1560775_at,,1560775_at,19.03843227500137,3.9812094983760465e-05
225117_at,KANSL1,KANSL1,19.03353574879864,3.989379354182659e-05
204610_s_at,CCDC85B,CCDC85B,19.032103345752898,3.9917725835556695e-05
209219_at,MIR1236|NELFE,MIR1236|NELFE,19.03184791498755,3.9921995073855074e-05
240231_at,,240231_at,19.00962308461923,4.0295265341929153e-05
208778_s_at,SNORA29|TCP1,SNORA29|TCP1,19.009215783154147,4.030213950421031e-05
233271_at,,233271_at,19.00510336106459,4.037161394742062e-05
227760_at,IGFBPL1,IGFBPL1,19.00342148310836,4.040006280297761e-05
215722_s_at,SNRPA1,SNRPA1,18.99567446783426,4.053137000596615e-05
229289_at,FAM71E1,FAM71E1,18.992299340885697,4.058871380355414e-05
1555931_at,TSGA10,TSGA10,18.99078153572707,4.061452873175184e-05
209950_s_at,VILL,VILL,18.982624978779583,4.0753546005097005e-05
231887_s_at,PALD1,PALD1,18.980096073363033,4.079674721214781e-05
201030_x_at,LDHB,LDHB,18.97092024003612,4.095389429174322e-05
233037_at,,233037_at,18.966666376762383,4.102695823955879e-05
205353_s_at,PEBP1,PEBP1,18.95603291011635,4.1210185729909595e-05
219097_x_at,SMIM7,SMIM7,18.955241059929453,4.122386395392451e-05
204094_s_at,TSC22D2,TSC22D2,18.949776823498137,4.131837942911079e-05
214428_x_at,C4A|C4B|C4B_2,C4A|C4B|C4B_2,18.94811764188098,4.134712264013391e-05
220668_s_at,DNMT3B,DNMT3B,18.94632361446623,4.137822506679422e-05
203139_at,DAPK1,DAPK1,18.946202016988796,4.138033403194886e-05
203769_s_at,STS,STS,18.94416204277828,4.14157315040816e-05
202336_s_at,PAM,PAM,18.9410052067134,4.147057018560579e-05
213609_s_at,SEZ6L,SEZ6L,18.93938495413527,4.149874530111691e-05
227582_at,KLHDC9,KLHDC9,18.93656767155141,4.154778294709772e-05
211594_s_at,MRPL9,MRPL9,18.93605606577918,4.1556694365613943e-05
1553693_s_at,CBR4,CBR4,18.93506837932637,4.157390397963369e-05
214811_at,RIMBP2,RIMBP2,18.93277612693616,4.161387287341728e-05
239629_at,,239629_at,18.93067729436103,4.1650503923247486e-05
213771_at,IRF2BP1,IRF2BP1,18.92991299141358,4.166385159922608e-05
210367_s_at,PTGES,PTGES,18.929691865281995,4.166771413596128e-05
234314_at,RALGAPA2,RALGAPA2,18.92790690866884,4.1698906508299536e-05
200793_s_at,ACO2,ACO2,18.92506306922816,4.174865272265791e-05
218491_s_at,THYN1,THYN1,18.918286297505848,4.1867442879751594e-05
202935_s_at,SOX9,SOX9,18.909841878695865,4.20159527988251e-05
222282_at,,222282_at,18.906185334881236,4.2080427844199566e-05
201217_x_at,RNU86|RPL3|SNORD83B,RNU86|RPL3|SNORD83B,18.903656612276045,4.2125075885592055e-05
232028_at,ZNF678,ZNF678,18.90241313727208,4.214704903077759e-05
205652_s_at,TTLL1,TTLL1,18.901609766921283,4.216125147296136e-05
226428_at,TNPO2,TNPO2,18.897576466263175,4.223262904093745e-05
203336_s_at,ITGB1BP1,ITGB1BP1,18.893080491164245,4.231234136412197e-05
203723_at,ITPKB,ITPKB,18.887557378193023,4.241047678808333e-05
41387_r_at,KDM6B,KDM6B,18.88279037121148,4.249536617731381e-05
206169_x_at,ZC3H7B,ZC3H7B,18.86846770677563,4.275147461871211e-05
1556641_at,SLC7A14,SLC7A14,18.865508440311224,4.280458822591158e-05
225719_s_at,MRPL55,MRPL55,18.862748058895896,4.285419349221708e-05
218037_at,FAM134A,FAM134A,18.85418740124134,4.3008409318899344e-05
222264_at,HNRNPUL2,HNRNPUL2,18.85265615868528,4.303605409795831e-05
219945_at,DDX25,DDX25,18.850582693196344,4.30735172594861e-05
232814_x_at,APOPT1,APOPT1,18.846672831780847,4.314425168886713e-05
224656_s_at,LUZP6|MTPN,LUZP6|MTPN,18.84328790931003,4.320558596128738e-05
234122_at,,234122_at,18.835000775676672,4.3356127088495445e-05
1558854_a_at,,1558854_a_at,18.828988263793068,4.346568649202664e-05
211972_x_at,RPLP0,RPLP0,18.8193335747814,4.364221050307835e-05
211955_at,IPO5,IPO5,18.80786157362162,4.385292258597721e-05
232253_at,C5orf56,C5orf56,18.80691020237925,4.387044391289291e-05
218271_s_at,PARL,PARL,18.805582093860135,4.389491564475188e-05
224410_s_at,LMBR1,LMBR1,18.79858427768937,4.4024089945753405e-05
201410_at,PLEKHB2,PLEKHB2,18.79146447187606,4.415591813885827e-05
209583_s_at,CD200,CD200,18.78987010663895,4.418549463226833e-05
216187_x_at,,216187_x_at,18.78407297744079,4.429320724998178e-05
222558_at,RPRD1A,RPRD1A,18.778866034103295,4.439018466791519e-05
221260_s_at,CSRNP2,CSRNP2,18.77768813693609,4.441215290201677e-05
238890_at,BRWD1,BRWD1,18.77716403017143,4.4421931295365275e-05
212333_at,FAM98A,FAM98A,18.776547386940397,4.443343900585024e-05
219862_s_at,NARF,NARF,18.773879787037433,4.448325678565244e-05
220572_at,LOC100506282,LOC100506282,18.770341417392245,4.454942512374479e-05
209252_at,HARS2,HARS2,18.76985460511361,4.455853656055672e-05
201154_x_at,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,18.76042691889426,4.473536933590704e-05
235377_at,MLIP,MLIP,18.752018816610036,4.489368807866908e-05
206342_x_at,IDS,IDS,18.749924601547924,4.493321043434157e-05
208799_at,PSMB5,PSMB5,18.749923955172495,4.493322263837338e-05
208857_s_at,PCMT1,PCMT1,18.747335078465817,4.4982129902358656e-05
238567_at,SGPP2,SGPP2,18.74139578030707,4.509453839459618e-05
231967_at,PHF20L1,PHF20L1,18.73971681876509,4.512636724876356e-05
224818_at,SORT1,SORT1,18.737689756772703,4.51648260546907e-05
241762_at,FBXO32,FBXO32,18.724351524372494,4.541873187545019e-05
241008_at,,241008_at,18.711695732701784,4.566100683563232e-05
203297_s_at,JARID2,JARID2,18.706564610486687,4.575961305663639e-05
238786_at,ANK3,ANK3,18.68804002230032,4.611743520523881e-05
243_g_at,MAP4,MAP4,18.67640442937943,4.634366223959123e-05
204892_x_at,EEF1A1,EEF1A1,18.655380747322692,4.675532320943686e-05
208635_x_at,NACA,NACA,18.65472289150898,4.6768265200378175e-05
219543_at,PBLD,PBLD,18.653870544570054,4.678503890365987e-05
226433_at,RNF157,RNF157,18.65204741261422,4.682093791962268e-05
225941_at,EIF4E3,EIF4E3,18.64739628067363,4.691265129937174e-05
200941_at,HSBP1,HSBP1,18.645186871734474,4.6956282384632e-05
213457_at,MFHAS1,MFHAS1,18.641290707945423,4.703332517838227e-05
207598_x_at,XRCC2,XRCC2,18.633375065692668,4.719025061745661e-05
235225_at,SCN2B,SCN2B,18.6327999108105,4.7201673911121295e-05
212282_at,TMEM97,TMEM97,18.62265753185396,4.7403583074322386e-05
209279_s_at,NSDHL,NSDHL,18.618031640294873,4.7495968241870014e-05
207144_s_at,CITED1,CITED1,18.614627118139325,4.756407956302149e-05
214020_x_at,ITGB5,ITGB5,18.614593624042325,4.756475015013832e-05
213682_at,NUP50,NUP50,18.609447556158138,4.7667895682672056e-05
225489_at,TMEM18,TMEM18,18.608683708512793,4.768322554544265e-05
215416_s_at,STOML2,STOML2,18.608533421078143,4.768624230226754e-05
1562898_at,,1562898_at,18.598501223924973,4.788806651677719e-05
224613_s_at,DNAJC5,DNAJC5,18.58782385467418,4.81038372994636e-05
224743_at,IMPAD1,IMPAD1,18.579793530294495,4.826677591894975e-05
1553909_x_at,FAM178A,FAM178A,18.575997653144007,4.834399370744764e-05
208680_at,PRDX1,PRDX1,18.568512111416187,4.849664193977334e-05
210069_at,CHKB-CPT1B|CPT1B,CHKB-CPT1B|CPT1B,18.566858716450508,4.853042556885244e-05
208621_s_at,EZR,EZR,18.56654789292922,4.8536779297862566e-05
217720_at,CHCHD2,CHCHD2,18.563644051606023,4.85961798820974e-05
215645_at,FLCN,FLCN,18.556696920012858,4.873859366810144e-05
233558_s_at,TRAPPC11,TRAPPC11,18.55658489992627,4.8740893561247e-05
200748_s_at,FTH1,FTH1,18.55332198456445,4.880793382955957e-05
211662_s_at,VDAC2,VDAC2,18.552572116897135,4.882335412901999e-05
205325_at,PHYHIP,PHYHIP,18.551849797872656,4.883821266487457e-05
235019_at,CPM,CPM,18.548211509560694,4.891312532227981e-05
224851_at,CDK6,CDK6,18.54538000235792,4.897150822562087e-05
223248_at,HSDL1,HSDL1,18.540943684844702,4.9063125188384115e-05
223319_at,GPHN,GPHN,18.53845149417843,4.911467032990007e-05
202322_s_at,GGPS1,GGPS1,18.53447058444165,4.919712194643206e-05
213787_s_at,EBP,EBP,18.53038496864163,4.928189054227388e-05
206118_at,STAT4,STAT4,18.528450853895983,4.932207214920728e-05
1557797_a_at,,1557797_a_at,18.527775682125913,4.933610692196409e-05
206374_at,DUSP8|LOC101927562,DUSP8|LOC101927562,18.52049946716088,4.948761879222472e-05
218500_at,THEM6,THEM6,18.51914213608939,4.951593538320488e-05
202741_at,PRKACB,PRKACB,18.504430835301218,4.9823915403373715e-05
227246_at,PLRG1,PLRG1,18.502171305977303,4.987139308568835e-05
225407_at,MBP,MBP,18.49499300131845,5.0022534644413e-05
220488_s_at,BCAS3,BCAS3,18.481739589321613,5.0302831202242825e-05
213555_at,RWDD2A,RWDD2A,18.48142612151064,5.03094802967032e-05
241036_at,,241036_at,18.48125286627584,5.031315567328461e-05
228715_at,ZCCHC12,ZCCHC12,18.475874822234857,5.04273813560662e-05
212627_s_at,EXOSC7,EXOSC7,18.475511838466513,5.0435100484440295e-05
228059_x_at,MRPS22,MRPS22,18.475336953575223,5.043881998053162e-05
1560277_a_at,C12orf80,C12orf80,18.470960385438605,5.0531994055655527e-05
219406_at,C1orf50,C1orf50,18.46807181616832,5.059358683075727e-05
219134_at,ELTD1,ELTD1,18.46425621212077,5.067506533069904e-05
233031_at,ZEB2,ZEB2,18.460152678133667,5.0762843230243544e-05
215284_at,,215284_at,18.456882219523848,5.083291317683578e-05
200953_s_at,CCND2,CCND2,18.449883227510348,5.098320249393965e-05
239978_at,,239978_at,18.44863788865168,5.100999160041675e-05
226006_at,PET100,PET100,18.43566752059253,5.128986756367332e-05
208073_x_at,TTC3|TTC3P1,TTC3|TTC3P1,18.43550040045136,5.129348400856156e-05
207504_at,CA7,CA7,18.434916467356437,5.130612226202084e-05
225699_at,LOC101928927|SNHG15|SNORA9,LOC101928927|SNHG15|SNORA9,18.426422775190915,5.149031726928152e-05
200691_s_at,HSPA9,HSPA9,18.42599402304861,5.149963327824853e-05
229537_at,LMO4,LMO4,18.42249184988407,5.157579424551781e-05
227321_at,GATS,GATS,18.419134474412544,5.164891531184626e-05
210461_s_at,ABLIM1,ABLIM1,18.418690523609538,5.1658592215007494e-05
214665_s_at,CHP1,CHP1,18.414938275633105,5.17404555468625e-05
218204_s_at,FYCO1,FYCO1,18.402613804991248,5.201028230970305e-05
223450_s_at,COG3,COG3,18.40243051060785,5.2014306206074054e-05
203279_at,EDEM1,EDEM1,18.400884696408895,5.204825452402852e-05
218177_at,CHMP1B,CHMP1B,18.39811852735391,5.2109060606026584e-05
200876_s_at,PSMB1,PSMB1,18.397007799802424,5.2133497277500086e-05
57082_at,LDLRAP1,LDLRAP1,18.38855264589695,5.231990330009279e-05
224368_s_at,NDRG3,NDRG3,18.382341175158853,5.245728167910031e-05
1556941_a_at,LOC283484,LOC283484,18.381175771327246,5.248309817173421e-05
212850_s_at,LRP4,LRP4,18.378537294277805,5.254159516612192e-05
201231_s_at,ENO1,ENO1,18.377171841595967,5.257189464739707e-05
222396_at,HN1,HN1,18.376112105050492,5.2595422679543466e-05
241588_at,,241588_at,18.36960196606002,5.274019762338895e-05
232883_at,,232883_at,18.358752670806044,5.2982381614273305e-05
209248_at,GHITM,GHITM,18.35553199423665,5.305449575130305e-05
201330_at,RARS,RARS,18.355524713376404,5.305465889152602e-05
201903_at,UQCRC1,UQCRC1,18.341575545159465,5.3368165392958194e-05
209484_s_at,NSL1,NSL1,18.33840453987274,5.3439699466973336e-05
200721_s_at,ACTR1A,ACTR1A,18.336230002109325,5.348881154294315e-05
240451_at,,240451_at,18.325448865142302,5.373299216146992e-05
217814_at,CCDC47,CCDC47,18.32432174549159,5.37585863992322e-05
243398_at,,243398_at,18.315882833477588,5.395061390669553e-05
240180_at,,240180_at,18.31177638522962,5.404431173374572e-05
211494_s_at,SLC4A4,SLC4A4,18.3014863540409,5.427983928649188e-05
201226_at,NDUFB8,NDUFB8,18.29934821608013,5.432891152782889e-05
224738_x_at,RPL7L1,RPL7L1,18.298865260258037,5.434000213916017e-05
207035_at,SLC30A3,SLC30A3,18.298305983109454,5.435284831136008e-05
242578_x_at,SLC22A3,SLC22A3,18.295075545209414,5.442711029916545e-05
1565844_at,BRPF3,BRPF3,18.28025586693885,5.476913084218394e-05
213512_at,C14orf79,C14orf79,18.278202750967782,5.481668871847612e-05
215700_x_at,CPNE6,CPNE6,18.273400932201593,5.492808312713925e-05
215067_x_at,PRDX2,PRDX2,18.269153670999927,5.5026807144073574e-05
231271_x_at,NMRAL1,NMRAL1,18.26781466525416,5.505796910920163e-05
212837_at,FAM175B,FAM175B,18.266043360950587,5.509921967448118e-05
207170_s_at,LETMD1,LETMD1,18.266020253570932,5.509975801518893e-05
223316_at,CCDC3,CCDC3,18.264433813250267,5.51367308357837e-05
223037_at,PDZD11,PDZD11,18.25687725659626,5.53131916289142e-05
1559394_a_at,,1559394_a_at,18.25518141723076,5.535287279790907e-05
225534_at,SMIM19,SMIM19,18.253942912552457,5.538187126974245e-05
212716_s_at,EIF3K,EIF3K,18.25060461055824,5.546011261290735e-05
223328_at,ARMC10,ARMC10,18.24841798546336,5.551142331015089e-05
213005_s_at,KANK1,KANK1,18.244851131510483,5.5595227075442405e-05
212114_at,ATXN7L3B,ATXN7L3B,18.23825501658989,5.575054749017157e-05
209424_s_at,AMACR|C1QTNF3-AMACR,AMACR|C1QTNF3-AMACR,18.238076371737073,5.57547603014885e-05
204559_s_at,LSM7,LSM7,18.236430899308836,5.579357934258613e-05
214889_at,FAM149A,FAM149A,18.23608360298779,5.580177611768006e-05
242287_at,CLIP1,CLIP1,18.234936425735345,5.582886024506113e-05
210415_s_at,ODF2,ODF2,18.233809975986414,5.585546819338995e-05
223059_s_at,FAM107B,FAM107B,18.229284801738025,5.596248943783541e-05
1568986_x_at,PIGT,PIGT,18.22895519056196,5.597029305901971e-05
208228_s_at,FGFR2,FGFR2,18.224503520250327,5.607579732045061e-05
209249_s_at,GHITM,GHITM,18.220210642954967,5.617773234774288e-05
224667_x_at,ANAPC16,ANAPC16,18.217951369145133,5.623145583579541e-05
200642_at,SOD1,SOD1,18.217520400133868,5.624170990166181e-05
203616_at,POLB,POLB,18.205559974061465,5.652705514309843e-05
206384_at,CACNG3,CACNG3,18.20528781025703,5.6533565612736446e-05
221853_s_at,LOC101060373|NOMO1|NOMO2|NOMO3,LOC101060373|NOMO1|NOMO2|NOMO3,18.20027317070047,5.66536599341382e-05
229145_at,ANAPC16,ANAPC16,18.19790255894045,5.671052461404268e-05
216264_s_at,LAMB2,LAMB2,18.196234216886896,5.675057897521894e-05
238354_x_at,,238354_x_at,18.19572964492857,5.6762698724364774e-05
239311_at,,239311_at,18.19487885814772,5.6783140547906885e-05
237832_at,,237832_at,18.19062802346867,5.688538892311658e-05
227365_at,ATCAY,ATCAY,18.188557337838745,5.693526532701093e-05
206015_s_at,FOXJ3,FOXJ3,18.18618435450417,5.699247857487768e-05
205172_x_at,CLTB,CLTB,18.180596863921956,5.712742858798789e-05
