gene,gene_display,gene_symbol,gene_label,coeficiente,odds_ratio,abs_coef
200085_s_at,TCEB2 (200085_s_at),TCEB2,TCEB2,-0.0149098906091702,0.9852007114393674,0.0149098906091702
213762_x_at,LOC101928747|RBMX|SNORD61 (213762_x_at),LOC101928747|RBMX|SNORD61,LOC101928747|RBMX|SNORD61,0.0148879862581031,1.014999364371017,0.0148879862581031
226770_at,MAGI3 (226770_at),MAGI3,MAGI3,0.0148412181852738,1.0149518959168349,0.0148412181852738
240230_s_at,AGAP9 (240230_s_at),AGAP9,AGAP9,0.0148409125419717,1.0149515857036333,0.0148409125419717
215404_x_at,FGFR1 (215404_x_at),FGFR1,FGFR1,-0.0147346105969868,0.9853734125671572,0.0147346105969868
217841_s_at,PPME1 (217841_s_at),PPME1,PPME1,-0.014675765341883,0.9854313988230836,0.014675765341883
203017_s_at,SSX2IP (203017_s_at),SSX2IP,SSX2IP,0.0146626760551218,1.0147707004193325,0.0146626760551218
200620_at,TMEM59 (200620_at),TMEM59,TMEM59,-0.0146571133463881,0.9854497792565104,0.0146571133463881
220260_at,TBC1D19 (220260_at),TBC1D19,TBC1D19,-0.014647083724032,0.985459662995212,0.014647083724032
220572_at,LOC100506282 (220572_at),LOC100506282,LOC100506282,0.0146439077343232,1.0147516550560152,0.0146439077343232
