gene,gene_display,gene_symbol,gene_label,importance_mean,importance_std
204031_s_at,PCBP2 (204031_s_at),PCBP2,PCBP2,0.0,0.0
204002_s_at,ICA1 (204002_s_at),ICA1,ICA1,0.0,0.0
203999_at,SYT1 (203999_at),SYT1,SYT1,0.0,0.0
203909_at,SLC9A6 (203909_at),SLC9A6,SLC9A6,0.0,0.0
203906_at,IQSEC1 (203906_at),IQSEC1,IQSEC1,0.0,0.0
203865_s_at,ADARB1 (203865_s_at),ADARB1,ADARB1,0.0,0.0
203860_at,PCCA (203860_at),PCCA,PCCA,0.0,0.0
203816_at,DGUOK (203816_at),DGUOK,DGUOK,0.0,0.0
203814_s_at,NQO2 (203814_s_at),NQO2,NQO2,0.0,0.0
203813_s_at,SLIT3 (203813_s_at),SLIT3,SLIT3,0.0,0.0
203798_s_at,VSNL1 (203798_s_at),VSNL1,VSNL1,0.0,0.0
203776_at,GPKOW (203776_at),GPKOW,GPKOW,0.0,0.0
202544_at,GMFB (202544_at),GMFB,GMFB,0.0,0.0
203771_s_at,BLVRA (203771_s_at),BLVRA,BLVRA,0.0,0.0
203769_s_at,STS (203769_s_at),STS,STS,0.0,0.0
203762_s_at,DYNC2LI1 (203762_s_at),DYNC2LI1,DYNC2LI1,0.0,0.0
203724_s_at,RUFY3 (203724_s_at),RUFY3,RUFY3,0.0,0.0
203723_at,ITPKB (203723_at),ITPKB,ITPKB,0.0,0.0
203720_s_at,ERCC1 (203720_s_at),ERCC1,ERCC1,0.0,0.0
203694_s_at,DHX16 (203694_s_at),DHX16,DHX16,0.0,0.0
203662_s_at,TMOD1 (203662_s_at),TMOD1,TMOD1,0.0,0.0
203656_at,FIG4 (203656_at),FIG4,FIG4,0.0,0.0
203616_at,POLB (203616_at),POLB,POLB,0.0,0.0
203605_at,SRP54 (203605_at),SRP54,SRP54,0.0,0.0
203567_s_at,TRIM38 (203567_s_at),TRIM38,TRIM38,0.0,0.0
203517_at,MTX2 (203517_at),MTX2,MTX2,0.0,0.0
204100_at,THRA (204100_at),THRA,THRA,0.0,0.0
204105_s_at,NRCAM (204105_s_at),NRCAM,NRCAM,0.0,0.0
204156_at,SIK3 (204156_at),SIK3,SIK3,0.0,0.0
204206_at,MNT (204206_at),MNT,MNT,0.0,0.0
204684_at,NPTX1 (204684_at),NPTX1,NPTX1,0.0,0.0
204663_at,ME3 (204663_at),ME3,ME3,0.0,0.0
204619_s_at,VCAN (204619_s_at),VCAN,VCAN,0.0,0.0
204610_s_at,CCDC85B (204610_s_at),CCDC85B,CCDC85B,0.0,0.0
204587_at,SLC25A14 (204587_at),SLC25A14,SLC25A14,0.0,0.0
204586_at,BSN (204586_at),BSN,BSN,0.0,0.0
204559_s_at,LSM7 (204559_s_at),LSM7,LSM7,0.0,0.0
204546_at,KIAA0513 (204546_at),KIAA0513,KIAA0513,0.0,0.0
204513_s_at,ELMO1 (204513_s_at),ELMO1,ELMO1,0.0,0.0
204488_at,DOLK (204488_at),DOLK,DOLK,0.0,0.0
204466_s_at,SNCA (204466_s_at),SNCA,SNCA,0.0,0.0
204465_s_at,INA (204465_s_at),INA,INA,0.0,0.0
204365_s_at,REEP1 (204365_s_at),REEP1,REEP1,0.0,0.0
204355_at,DHX30 (204355_at),DHX30,DHX30,0.0,0.0
204352_at,TRAF5 (204352_at),TRAF5,TRAF5,0.0,0.0
204343_at,ABCA3 (204343_at),ABCA3,ABCA3,0.0,0.0
204338_s_at,RGS4 (204338_s_at),RGS4,RGS4,0.0,0.0
204324_s_at,GOLIM4 (204324_s_at),GOLIM4,GOLIM4,0.0,0.0
204301_at,KBTBD11 (204301_at),KBTBD11,KBTBD11,0.0,0.0
204270_at,SKI (204270_at),SKI,SKI,0.0,0.0
204260_at,CHGB (204260_at),CHGB,CHGB,0.0,0.0
204247_s_at,CDK5 (204247_s_at),CDK5,CDK5,0.0,0.0
204246_s_at,DCTN3 (204246_s_at),DCTN3,DCTN3,0.0,0.0
204229_at,SLC17A7 (204229_at),SLC17A7,SLC17A7,0.0,0.0
204228_at,PPIH (204228_at),PPIH,PPIH,0.0,0.0
204219_s_at,PSMC1 (204219_s_at),PSMC1,PSMC1,0.0,0.0
204216_s_at,ZC3H14 (204216_s_at),ZC3H14,ZC3H14,0.0,0.0
203509_at,SORL1 (203509_at),SORL1,SORL1,0.0,0.0
203466_at,MPV17 (203466_at),MPV17,MPV17,0.0,0.0
203459_s_at,VPS16 (203459_s_at),VPS16,VPS16,0.0,0.0
203000_at,STMN2 (203000_at),STMN2,STMN2,0.0,0.0
202961_s_at,ARMC2-AS1|ATP5J2 (202961_s_at),ARMC2-AS1|ATP5J2,ARMC2-AS1|ATP5J2,0.0,0.0
202949_s_at,FHL2 (202949_s_at),FHL2,FHL2,0.0,0.0
202942_at,ETFB (202942_at),ETFB,ETFB,0.0,0.0
202941_at,NDUFV2 (202941_at),NDUFV2,NDUFV2,0.0,0.0
202935_s_at,SOX9 (202935_s_at),SOX9,SOX9,0.0,0.0
202926_at,NBAS (202926_at),NBAS,NBAS,0.0,0.0
202920_at,ANK2 (202920_at),ANK2,ANK2,0.0,0.0
202916_s_at,FAM20B (202916_s_at),FAM20B,FAM20B,0.0,0.0
202897_at,SIRPA (202897_at),SIRPA,SIRPA,0.0,0.0
202893_at,UNC13B (202893_at),UNC13B,UNC13B,0.0,0.0
202868_s_at,POP4 (202868_s_at),POP4,POP4,0.0,0.0
202858_at,U2AF1 (202858_at),U2AF1,U2AF1,0.0,0.0
202852_s_at,AAGAB (202852_s_at),AAGAB,AAGAB,0.0,0.0
202838_at,FUCA1 (202838_at),FUCA1,FUCA1,0.0,0.0
202813_at,TARBP1 (202813_at),TARBP1,TARBP1,0.0,0.0
202802_at,DHPS (202802_at),DHPS,DHPS,0.0,0.0
202799_at,CLPP (202799_at),CLPP,CLPP,0.0,0.0
202785_at,NDUFA7 (202785_at),NDUFA7,NDUFA7,0.0,0.0
202741_at,PRKACB (202741_at),PRKACB,PRKACB,0.0,0.0
202737_s_at,LSM4 (202737_s_at),LSM4,LSM4,0.0,0.0
202724_s_at,FOXO1 (202724_s_at),FOXO1,FOXO1,0.0,0.0
202712_s_at,CKMT1A|CKMT1B (202712_s_at),CKMT1A|CKMT1B,CKMT1A|CKMT1B,0.0,0.0
202675_at,SDHB (202675_at),SDHB,SDHB,0.0,0.0
202670_at,MAP2K1 (202670_at),MAP2K1,MAP2K1,0.0,0.0
202659_at,PSMB10 (202659_at),PSMB10,PSMB10,0.0,0.0
202623_at,EAPP (202623_at),EAPP,EAPP,0.0,0.0
202593_s_at,GDE1 (202593_s_at),GDE1,GDE1,0.0,0.0
202975_s_at,RHOBTB3 (202975_s_at),RHOBTB3,RHOBTB3,0.0,0.0
203017_s_at,SSX2IP (203017_s_at),SSX2IP,SSX2IP,0.0,0.0
203454_s_at,ATOX1 (203454_s_at),ATOX1,ATOX1,0.0,0.0
203031_s_at,UROS (203031_s_at),UROS,UROS,0.0,0.0
203445_s_at,CTDSP2 (203445_s_at),CTDSP2,CTDSP2,0.0,0.0
203415_at,PDCD6 (203415_at),PDCD6,PDCD6,0.0,0.0
203413_at,NELL2 (203413_at),NELL2,NELL2,0.0,0.0
203410_at,AP3M2 (203410_at),AP3M2,AP3M2,0.0,0.0
203392_s_at,CTBP1 (203392_s_at),CTBP1,CTBP1,0.0,0.0
203376_at,CDC40 (203376_at),CDC40,CDC40,0.0,0.0
203336_s_at,ITGB1BP1 (203336_s_at),ITGB1BP1,ITGB1BP1,0.0,0.0
203333_at,KIFAP3 (203333_at),KIFAP3,KIFAP3,0.0,0.0
203297_s_at,JARID2 (203297_s_at),JARID2,JARID2,0.0,0.0
203279_at,EDEM1 (203279_at),EDEM1,EDEM1,0.0,0.0
203266_s_at,MAP2K4 (203266_s_at),MAP2K4,MAP2K4,0.0,0.0
203264_s_at,ARHGEF9 (203264_s_at),ARHGEF9,ARHGEF9,0.0,0.0
203197_s_at,C1orf123 (203197_s_at),C1orf123,C1orf123,0.0,0.0
203182_s_at,SRPK2 (203182_s_at),SRPK2,SRPK2,0.0,0.0
203173_s_at,C16orf62 (203173_s_at),C16orf62,C16orf62,0.0,0.0
203159_at,GLS (203159_at),GLS,GLS,0.0,0.0
203157_s_at,GLS (203157_s_at),GLS,GLS,0.0,0.0
203146_s_at,GABBR1 (203146_s_at),GABBR1,GABBR1,0.0,0.0
203139_at,DAPK1 (203139_at),DAPK1,DAPK1,0.0,0.0
203122_at,TRAPPC12 (203122_at),TRAPPC12,TRAPPC12,0.0,0.0
203112_s_at,MIR943|NELFA (203112_s_at),MIR943|NELFA,MIR943|NELFA,0.0,0.0
203109_at,UBE2M (203109_at),UBE2M,UBE2M,0.0,0.0
203105_s_at,DNM1L (203105_s_at),DNM1L,DNM1L,0.0,0.0
203094_at,MAD2L1BP (203094_at),MAD2L1BP,MAD2L1BP,0.0,0.0
203079_s_at,CUL2 (203079_s_at),CUL2,CUL2,0.0,0.0
203053_at,BCAS2 (203053_at),BCAS2,BCAS2,0.0,0.0
203033_x_at,FH (203033_x_at),FH,FH,0.0,0.0
201174_s_at,TERF2IP (201174_s_at),TERF2IP,TERF2IP,0.0,0.0
201164_s_at,PUM1 (201164_s_at),PUM1,PUM1,0.0,0.0
204690_at,STX8 (204690_at),STX8,STX8,0.0,0.0
1558732_at,MAP4K4 (1558732_at),MAP4K4,MAP4K4,0.0,0.0
1559419_at,CACNB2 (1559419_at),CACNB2,CACNB2,0.0,0.0
1559402_a_at,C1orf61 (1559402_a_at),C1orf61,C1orf61,0.0,0.0
1559394_a_at,1559394_a_at,,1559394_a_at,0.0,0.0
1559391_s_at,1559391_s_at,,1559391_s_at,0.0,0.0
1559375_s_at,RP11-194N12.2 (1559375_s_at),RP11-194N12.2,RP11-194N12.2,0.0,0.0
1559101_at,1559101_at,,1559101_at,0.0,0.0
1559060_a_at,FNIP1 (1559060_a_at),FNIP1,FNIP1,0.0,0.0
1558922_at,1558922_at,,1558922_at,0.0,0.0
1558854_a_at,1558854_a_at,,1558854_a_at,0.0,0.0
1558831_x_at,1558831_x_at,,1558831_x_at,0.0,0.0
1558784_at,LOC100133089 (1558784_at),LOC100133089,LOC100133089,0.0,0.0
1558740_s_at,1558740_s_at,,1558740_s_at,0.0,0.0
1558739_at,LOH12CR1 (1558739_at),LOH12CR1,LOH12CR1,0.0,0.0
1558702_at,TEX10 (1558702_at),TEX10,TEX10,0.0,0.0
1563455_at,SIK3 (1563455_at),SIK3,SIK3,0.0,0.0
1558678_s_at,MALAT1 (1558678_s_at),MALAT1,MALAT1,0.0,0.0
1558592_at,AX747507 (1558592_at),AX747507,AX747507,0.0,0.0
1558546_at,DNASE1 (1558546_at),DNASE1,DNASE1,0.0,0.0
1558426_x_at,ORAI2 (1558426_x_at),ORAI2,ORAI2,0.0,0.0
1558299_at,1558299_at,,1558299_at,0.0,0.0
1558295_a_at,PPFIA2 (1558295_a_at),PPFIA2,PPFIA2,0.0,0.0
1558275_at,1558275_at,,1558275_at,0.0,0.0
1558118_at,DGCR5|LOC100287576 (1558118_at),DGCR5|LOC100287576,DGCR5|LOC100287576,0.0,0.0
1557797_a_at,1557797_a_at,,1557797_a_at,0.0,0.0
1557721_at,RP11-416I2.1 (1557721_at),RP11-416I2.1,RP11-416I2.1,0.0,0.0
1557685_at,ASAP1-IT2 (1557685_at),ASAP1-IT2,ASAP1-IT2,0.0,0.0
1557394_at,DLGAP4 (1557394_at),DLGAP4,DLGAP4,0.0,0.0
1557286_at,1557286_at,,1557286_at,0.0,0.0
1559420_x_at,CACNB2 (1559420_x_at),CACNB2,CACNB2,0.0,0.0
1559436_x_at,1559436_x_at,,1559436_x_at,0.0,0.0
1559496_at,PPA2 (1559496_at),PPA2,PPA2,0.0,0.0
1559515_at,1559515_at,,1559515_at,0.0,0.0
1563088_a_at,LOC284837 (1563088_a_at),LOC284837,LOC284837,0.0,0.0
1562935_at,1562935_at,,1562935_at,0.0,0.0
1562898_at,1562898_at,,1562898_at,0.0,0.0
1562550_at,1562550_at,,1562550_at,0.0,0.0
1562529_s_at,1562529_s_at,,1562529_s_at,0.0,0.0
1562110_at,BC022892 (1562110_at),BC022892,BC022892,0.0,0.0
1562063_x_at,1562063_x_at,,1562063_x_at,0.0,0.0
1562062_at,1562062_at,,1562062_at,0.0,0.0
1561850_at,LOC100133669 (1561850_at),LOC100133669,LOC100133669,0.0,0.0
1561778_at,1561778_at,,1561778_at,0.0,0.0
1561686_at,1561686_at,,1561686_at,0.0,0.0
1561657_at,1561657_at,,1561657_at,0.0,0.0
1561631_at,1561631_at,,1561631_at,0.0,0.0
1561362_at,1561362_at,,1561362_at,0.0,0.0
1561167_at,1561167_at,,1561167_at,0.0,0.0
1561107_at,1561107_at,,1561107_at,0.0,0.0
1560926_at,1560926_at,,1560926_at,0.0,0.0
1560775_at,1560775_at,,1560775_at,0.0,0.0
1560741_at,SNRPN|SNURF (1560741_at),SNRPN|SNURF,SNRPN|SNURF,0.0,0.0
1560277_a_at,C12orf80 (1560277_a_at),C12orf80,C12orf80,0.0,0.0
1560199_x_at,1560199_x_at,,1560199_x_at,0.0,0.0
1560128_x_at,C5orf56 (1560128_x_at),C5orf56,C5orf56,0.0,0.0
1560119_at,LINC00937 (1560119_at),LINC00937,LINC00937,0.0,0.0
1560116_a_at,NEDD1 (1560116_a_at),NEDD1,NEDD1,0.0,0.0
1559820_at,1559820_at,,1559820_at,0.0,0.0
1559591_s_at,CHDH (1559591_s_at),CHDH,CHDH,0.0,0.0
1559589_a_at,1559589_a_at,,1559589_a_at,0.0,0.0
1556964_s_at,1556964_s_at,,1556964_s_at,0.0,0.0
1556950_s_at,SERPINB6 (1556950_s_at),SERPINB6,SERPINB6,0.0,0.0
1556941_a_at,LOC283484 (1556941_a_at),LOC283484,LOC283484,0.0,0.0
1554671_a_at,SRRM2 (1554671_a_at),SRRM2,SRRM2,0.0,0.0
1554595_at,SYMPK (1554595_at),SYMPK,SYMPK,0.0,0.0
1554510_s_at,GHITM (1554510_s_at),GHITM,GHITM,0.0,0.0
1554500_a_at,RGS7 (1554500_a_at),RGS7,RGS7,0.0,0.0
1554473_at,SRGAP1 (1554473_at),SRGAP1,SRGAP1,0.0,0.0
1554447_at,JPX (1554447_at),JPX,JPX,0.0,0.0
1554287_at,TRIM4 (1554287_at),TRIM4,TRIM4,0.0,0.0
1554260_a_at,FRYL (1554260_a_at),FRYL,FRYL,0.0,0.0
1554251_at,HP1BP3 (1554251_at),HP1BP3,HP1BP3,0.0,0.0
1554250_s_at,STAG3L2|STAG3L3|TRIM73 (1554250_s_at),STAG3L2|STAG3L3|TRIM73,STAG3L2|STAG3L3|TRIM73,0.0,0.0
1554213_at,ARHGEF10 (1554213_at),ARHGEF10,ARHGEF10,0.0,0.0
1554116_s_at,PARP11 (1554116_s_at),PARP11,PARP11,0.0,0.0
1554079_at,GALNT18 (1554079_at),GALNT18,GALNT18,0.0,0.0
1554007_at,1554007_at,,1554007_at,0.0,0.0
1553976_a_at,DPCD (1553976_a_at),DPCD,DPCD,0.0,0.0
1553909_x_at,FAM178A (1553909_x_at),FAM178A,FAM178A,0.0,0.0
1553693_s_at,CBR4 (1553693_s_at),CBR4,CBR4,0.0,0.0
1553357_at,LINC00889 (1553357_at),LINC00889,LINC00889,0.0,0.0
1553313_s_at,SLC5A3 (1553313_s_at),SLC5A3,SLC5A3,0.0,0.0
1553274_a_at,SNRNP48 (1553274_a_at),SNRNP48,SNRNP48,0.0,0.0
1553126_a_at,SLC39A12 (1553126_a_at),SLC39A12,SLC39A12,0.0,0.0
1553107_s_at,C5orf24 (1553107_s_at),C5orf24,C5orf24,0.0,0.0
1552735_at,PCDHGA4 (1552735_at),PCDHGA4,PCDHGA4,0.0,0.0
1552536_at,VTI1A (1552536_at),VTI1A,VTI1A,0.0,0.0
1552507_at,KCNE4 (1552507_at),KCNE4,KCNE4,0.0,0.0
1552482_at,RAPH1 (1552482_at),RAPH1,RAPH1,0.0,0.0
1552362_a_at,LEAP2 (1552362_a_at),LEAP2,LEAP2,0.0,0.0
1552302_at,TMEM106A (1552302_at),TMEM106A,TMEM106A,0.0,0.0
1554636_at,1554636_at,,1554636_at,0.0,0.0
1554675_a_at,SYCE1 (1554675_a_at),SYCE1,SYCE1,0.0,0.0
1556813_at,1556813_at,,1556813_at,0.0,0.0
1554701_a_at,TBC1D16 (1554701_a_at),TBC1D16,TBC1D16,0.0,0.0
1556641_at,SLC7A14 (1556641_at),SLC7A14,SLC7A14,0.0,0.0
1556442_x_at,1556442_x_at,,1556442_x_at,0.0,0.0
1556425_a_at,LOC284219 (1556425_a_at),LOC284219,LOC284219,0.0,0.0
1556420_s_at,YPEL2 (1556420_s_at),YPEL2,YPEL2,0.0,0.0
1556378_a_at,LOC101927424|LOC101929800|LOC440896 (1556378_a_at),LOC101927424|LOC101929800|LOC440896,LOC101927424|LOC101929800|LOC440896,0.0,0.0
1556373_a_at,FAM185A (1556373_a_at),FAM185A,FAM185A,0.0,0.0
1556364_at,ADAMTS9-AS2 (1556364_at),ADAMTS9-AS2,ADAMTS9-AS2,0.0,0.0
1556359_at,C6orf89 (1556359_at),C6orf89,C6orf89,0.0,0.0
1556352_at,1556352_at,,1556352_at,0.0,0.0
1556244_s_at,LOC375196 (1556244_s_at),LOC375196,LOC375196,0.0,0.0
1556007_s_at,CSNK1A1 (1556007_s_at),CSNK1A1,CSNK1A1,0.0,0.0
1555982_at,ZFYVE16 (1555982_at),ZFYVE16,ZFYVE16,0.0,0.0
1555950_a_at,CD55 (1555950_a_at),CD55,CD55,0.0,0.0
1555935_s_at,HUNK (1555935_s_at),HUNK,HUNK,0.0,0.0
1555931_at,TSGA10 (1555931_at),TSGA10,TSGA10,0.0,0.0
1555881_s_at,LZTS2 (1555881_s_at),LZTS2,LZTS2,0.0,0.0
1555824_a_at,PACS2 (1555824_a_at),PACS2,PACS2,0.0,0.0
1555803_a_at,C11orf57 (1555803_a_at),C11orf57,C11orf57,0.0,0.0
1555419_a_at,ASAH1 (1555419_a_at),ASAH1,ASAH1,0.0,0.0
1555284_at,ALS2 (1555284_at),ALS2,ALS2,0.0,0.0
1555278_a_at,CKAP5 (1555278_a_at),CKAP5,CKAP5,0.0,0.0
1555272_at,RSPH10B|RSPH10B2 (1555272_at),RSPH10B|RSPH10B2,RSPH10B|RSPH10B2,0.0,0.0
1554964_x_at,1554964_x_at,,1554964_x_at,0.0,0.0
1554963_at,1554963_at,,1554963_at,0.0,0.0
1554863_s_at,DOK5 (1554863_s_at),DOK5,DOK5,0.0,0.0
1554771_at,RP11-690I21.2 (1554771_at),RP11-690I21.2,RP11-690I21.2,0.0,0.0
1554770_x_at,ZNF785 (1554770_x_at),ZNF785,ZNF785,0.0,0.0
1563130_a_at,1563130_a_at,,1563130_a_at,0.0,0.0
1564580_at,1564580_at,,1564580_at,0.0,0.0
201154_x_at,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C (201154_x_at),RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,RPL4|SNORD16|SNORD18A|SNORD18B|SNORD18C,0.0,0.0
200813_s_at,PAFAH1B1 (200813_s_at),PAFAH1B1,PAFAH1B1,0.0,0.0
200901_s_at,M6PR|PHC1 (200901_s_at),M6PR|PHC1,M6PR|PHC1,0.0,0.0
200898_s_at,MGEA5 (200898_s_at),MGEA5,MGEA5,0.0,0.0
200882_s_at,PSMD4 (200882_s_at),PSMD4,PSMD4,0.0,0.0
200877_at,CCT4 (200877_at),CCT4,CCT4,0.0,0.0
200876_s_at,PSMB1 (200876_s_at),PSMB1,PSMB1,0.0,0.0
200875_s_at,MIR1292|NOP56|SNORD110|SNORD57|SNORD86 (200875_s_at),MIR1292|NOP56|SNORD110|SNORD57|SNORD86,MIR1292|NOP56|SNORD110|SNORD57|SNORD86,0.0,0.0
200863_s_at,RAB11A (200863_s_at),RAB11A,RAB11A,0.0,0.0
200862_at,DHCR24 (200862_at),DHCR24,DHCR24,0.0,0.0
200843_s_at,EPRS (200843_s_at),EPRS,EPRS,0.0,0.0
200823_x_at,RPL29 (200823_x_at),RPL29,RPL29,0.0,0.0
200822_x_at,TPI1 (200822_x_at),TPI1,TPI1,0.0,0.0
200820_at,PSMD8 (200820_at),PSMD8,PSMD8,0.0,0.0
200816_s_at,PAFAH1B1 (200816_s_at),PAFAH1B1,PAFAH1B1,0.0,0.0
200812_at,CCT7 (200812_at),CCT7,CCT7,0.0,0.0
1565620_at,AGAP4 (1565620_at),AGAP4,AGAP4,0.0,0.0
200811_at,CIRBP (200811_at),CIRBP,CIRBP,0.0,0.0
200810_s_at,CIRBP (200810_s_at),CIRBP,CIRBP,0.0,0.0
200802_at,SARS (200802_at),SARS,SARS,0.0,0.0
200801_x_at,ACTB (200801_x_at),ACTB,ACTB,0.0,0.0
200799_at,HSPA1A|HSPA1B (200799_at),HSPA1A|HSPA1B,HSPA1A|HSPA1B,0.0,0.0
200793_s_at,ACO2 (200793_s_at),ACO2,ACO2,0.0,0.0
200792_at,XRCC6 (200792_at),XRCC6,XRCC6,0.0,0.0
200789_at,ECH1 (200789_at),ECH1,ECH1,0.0,0.0
200786_at,PSMB7 (200786_at),PSMB7,PSMB7,0.0,0.0
200780_x_at,GNAS (200780_x_at),GNAS,GNAS,0.0,0.0
200758_s_at,NFE2L1 (200758_s_at),NFE2L1,NFE2L1,0.0,0.0
200754_x_at,MIR636|SRSF2 (200754_x_at),MIR636|SRSF2,MIR636|SRSF2,0.0,0.0
200750_s_at,RAN (200750_s_at),RAN,RAN,0.0,0.0
200906_s_at,PALLD (200906_s_at),PALLD,PALLD,0.0,0.0
200913_at,PPM1G (200913_at),PPM1G,PPM1G,0.0,0.0
200932_s_at,DCTN2 (200932_s_at),DCTN2,DCTN2,0.0,0.0
200941_at,HSBP1 (200941_at),HSBP1,HSBP1,0.0,0.0
201145_at,HAX1 (201145_at),HAX1,HAX1,0.0,0.0
201142_at,EIF2S1 (201142_at),EIF2S1,EIF2S1,0.0,0.0
201135_at,ECHS1 (201135_at),ECHS1,ECHS1,0.0,0.0
201123_s_at,EIF5A (201123_s_at),EIF5A,EIF5A,0.0,0.0
201118_at,PGD (201118_at),PGD,PGD,0.0,0.0
201113_at,TUFM (201113_at),TUFM,TUFM,0.0,0.0
201106_at,GPX4 (201106_at),GPX4,GPX4,0.0,0.0
201090_x_at,TUBA1B (201090_x_at),TUBA1B,TUBA1B,0.0,0.0
201089_at,ATP6V1B2 (201089_at),ATP6V1B2,ATP6V1B2,0.0,0.0
201076_at,NHP2L1 (201076_at),NHP2L1,NHP2L1,0.0,0.0
201072_s_at,SMARCC1 (201072_s_at),SMARCC1,SMARCC1,0.0,0.0
201047_x_at,RAB6A|WTH3DI (201047_x_at),RAB6A|WTH3DI,RAB6A|WTH3DI,0.0,0.0
201030_x_at,LDHB (201030_x_at),LDHB,LDHB,0.0,0.0
201020_at,YWHAH (201020_at),YWHAH,YWHAH,0.0,0.0
201000_at,AARS (201000_at),AARS,AARS,0.0,0.0
200982_s_at,ANXA6 (200982_s_at),ANXA6,ANXA6,0.0,0.0
200981_x_at,GNAS (200981_x_at),GNAS,GNAS,0.0,0.0
200978_at,MDH1 (200978_at),MDH1,MDH1,0.0,0.0
200975_at,PPT1 (200975_at),PPT1,PPT1,0.0,0.0
200973_s_at,TSPAN3 (200973_s_at),TSPAN3,TSPAN3,0.0,0.0
200968_s_at,PPIB (200968_s_at),PPIB,PPIB,0.0,0.0
200967_at,PPIB (200967_at),PPIB,PPIB,0.0,0.0
200966_x_at,ALDOA (200966_x_at),ALDOA,ALDOA,0.0,0.0
200960_x_at,CLTA (200960_x_at),CLTA,CLTA,0.0,0.0
200955_at,IMMT (200955_at),IMMT,IMMT,0.0,0.0
200953_s_at,CCND2 (200953_s_at),CCND2,CCND2,0.0,0.0
200950_at,ARPC1A (200950_at),ARPC1A,ARPC1A,0.0,0.0
200748_s_at,FTH1 (200748_s_at),FTH1,FTH1,0.0,0.0
200735_x_at,NACA (200735_x_at),NACA,NACA,0.0,0.0
200721_s_at,ACTR1A (200721_s_at),ACTR1A,ACTR1A,0.0,0.0
200064_at,HSP90AB1 (200064_at),HSP90AB1,HSP90AB1,0.0,0.0
200030_s_at,SLC25A3 (200030_s_at),SLC25A3,SLC25A3,0.0,0.0
200027_at,NARS (200027_at),NARS,NARS,0.0,0.0
200006_at,PARK7 (200006_at),PARK7,PARK7,0.0,0.0
200005_at,EIF3D (200005_at),EIF3D,EIF3D,0.0,0.0
200001_at,CAPNS1 (200001_at),CAPNS1,CAPNS1,0.0,0.0
1570210_x_at,PPP6R2 (1570210_x_at),PPP6R2,PPP6R2,0.0,0.0
1570021_at,1570021_at,,1570021_at,0.0,0.0
1569854_at,1569854_at,,1569854_at,0.0,0.0
1569661_at,NPAS3 (1569661_at),NPAS3,NPAS3,0.0,0.0
1569641_at,1569641_at,,1569641_at,0.0,0.0
1569482_at,1569482_at,,1569482_at,0.0,0.0
1569477_at,1569477_at,,1569477_at,0.0,0.0
1569409_x_at,1569409_x_at,,1569409_x_at,0.0,0.0
1569302_at,KIAA1731 (1569302_at),KIAA1731,KIAA1731,0.0,0.0
1569129_s_at,C3orf38 (1569129_s_at),C3orf38,C3orf38,0.0,0.0
1568986_x_at,PIGT (1568986_x_at),PIGT,PIGT,0.0,0.0
1568612_at,GABRG2 (1568612_at),GABRG2,GABRG2,0.0,0.0
1568604_a_at,CADPS (1568604_a_at),CADPS,CADPS,0.0,0.0
1568603_at,CADPS (1568603_at),CADPS,CADPS,0.0,0.0
1568408_x_at,1568408_x_at,,1568408_x_at,0.0,0.0
1566887_x_at,1566887_x_at,,1566887_x_at,0.0,0.0
1566785_x_at,NSF (1566785_x_at),NSF,NSF,0.0,0.0
1566783_at,1566783_at,,1566783_at,0.0,0.0
1566638_at,1566638_at,,1566638_at,0.0,0.0
1566093_at,ARHGEF12 (1566093_at),ARHGEF12,ARHGEF12,0.0,0.0
1566079_at,RPS16P5 (1566079_at),RPS16P5,RPS16P5,0.0,0.0
1565844_at,BRPF3 (1565844_at),BRPF3,BRPF3,0.0,0.0
200039_s_at,PSMB2 (200039_s_at),PSMB2,PSMB2,0.0,0.0
200065_s_at,ARF1|MIR3620 (200065_s_at),ARF1|MIR3620,ARF1|MIR3620,0.0,0.0
200720_s_at,ACTR1A (200720_s_at),ACTR1A,ACTR1A,0.0,0.0
200066_at,IK (200066_at),IK,IK,0.0,0.0
200699_at,KDELR2 (200699_at),KDELR2,KDELR2,0.0,0.0
200697_at,HK1 (200697_at),HK1,HK1,0.0,0.0
200695_at,PPP2R1A (200695_at),PPP2R1A,PPP2R1A,0.0,0.0
200691_s_at,HSPA9 (200691_s_at),HSPA9,HSPA9,0.0,0.0
200681_at,GLO1 (200681_at),GLO1,GLO1,0.0,0.0
200658_s_at,PHB (200658_s_at),PHB,PHB,0.0,0.0
200657_at,SLC25A5 (200657_at),SLC25A5,SLC25A5,0.0,0.0
200650_s_at,LDHA (200650_s_at),LDHA,LDHA,0.0,0.0
200647_x_at,EIF3C|EIF3CL (200647_x_at),EIF3C|EIF3CL,EIF3C|EIF3CL,0.0,0.0
200643_at,HDLBP (200643_at),HDLBP,HDLBP,0.0,0.0
200642_at,SOD1 (200642_at),SOD1,SOD1,0.0,0.0
200640_at,YWHAZ (200640_at),YWHAZ,YWHAZ,0.0,0.0
200639_s_at,YWHAZ (200639_s_at),YWHAZ,YWHAZ,0.0,0.0
200638_s_at,YWHAZ (200638_s_at),YWHAZ,YWHAZ,0.0,0.0
200637_s_at,PTPRF (200637_s_at),PTPRF,PTPRF,0.0,0.0
200629_at,WARS (200629_at),WARS,WARS,0.0,0.0
